group,session_index,session_name,area,task,analysis,score,n_neurons,n_samples,n_classes,signal_source,scoring
g2post,2,Duo_20220121_002,A/RL/AL,A_position,timepoint_position,0.15012345679012346,135,8100,15,glm_clean,balanced_accuracy
g2post,2,Duo_20220121_002,LM,V_position,timepoint_position,0.08234567901234568,2,8100,15,glm_clean,balanced_accuracy
g2post,2,Duo_20220121_002,LM,A_position,timepoint_position,0.07975308641975308,2,8100,15,glm_clean,balanced_accuracy
g2post,3,Nueve_20220907_008,V1,V_position,timepoint_position,0.3109876543209876,269,8100,15,glm_clean,balanced_accuracy
g2post,3,Nueve_20220907_008,V1,A_position,timepoint_position,0.14777777777777776,269,8100,15,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,V1,V_position,timepoint_position,0.29,77,8100,15,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,V1,A_position,timepoint_position,0.15925925925925927,77,8100,15,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,A/RL/AL,V_position,timepoint_position,0.15074074074074073,18,8100,15,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,A/RL/AL,A_position,timepoint_position,0.10938271604938272,18,8100,15,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,LM,V_position,timepoint_position,0.27469135802469136,60,8100,15,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,LM,A_position,timepoint_position,0.14827160493827163,60,8100,15,glm_clean,balanced_accuracy
g2post,5,Quatro_20220222_007,V1,V_position,timepoint_position,0.29135802469135796,279,8100,15,glm_clean,balanced_accuracy
g2post,5,Quatro_20220222_007,V1,A_position,timepoint_position,0.17518518518518517,279,8100,15,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,V1,V_position,timepoint_position,0.17111111111111113,14,8100,15,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,V1,A_position,timepoint_position,0.11308641975308642,14,8100,15,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,A/RL/AL,V_position,timepoint_position,0.28728395061728396,69,8100,15,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,A/RL/AL,A_position,timepoint_position,0.14580246913580247,69,8100,15,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,LM,V_position,timepoint_position,0.11358024691358024,5,8100,15,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,LM,A_position,timepoint_position,0.07641975308641975,5,8100,15,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,V1,V_position,timepoint_position,0.2717283950617284,520,8100,15,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,V1,A_position,timepoint_position,0.17308641975308642,520,8100,15,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,AM/PM,V_position,timepoint_position,0.15666666666666668,195,8100,15,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,AM/PM,A_position,timepoint_position,0.12592592592592594,195,8100,15,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,A/RL/AL,V_position,timepoint_position,0.1628395061728395,85,8100,15,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,A/RL/AL,A_position,timepoint_position,0.12580246913580245,85,8100,15,glm_clean,balanced_accuracy
