group,session_index,session_name,area,task,analysis,score,n_neurons,n_samples,n_classes,signal_source,scoring
g2post,3,Nueve_20220907_008,V1,modality,averaged_trial_response,0.8592592592592594,269,720,3,glm_clean,balanced_accuracy
g2post,3,Nueve_20220907_008,V1,trial_type,averaged_trial_response,0.5013888888888889,269,720,8,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,V1,visual_direction,averaged_trial_response,1.0,77,540,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,V1,auditory_direction,averaged_trial_response,0.5462962962962963,77,540,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,V1,congruency,averaged_trial_response,0.45555555555555555,77,360,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,V1,modality,averaged_trial_response,0.8064814814814815,77,720,3,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,V1,trial_type,averaged_trial_response,0.5041666666666667,77,720,8,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,A/RL/AL,visual_direction,averaged_trial_response,0.8240740740740741,18,540,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,A/RL/AL,auditory_direction,averaged_trial_response,0.5037037037037038,18,540,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,A/RL/AL,congruency,averaged_trial_response,0.4916666666666666,18,360,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,A/RL/AL,modality,averaged_trial_response,0.7694444444444445,18,720,3,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,A/RL/AL,trial_type,averaged_trial_response,0.4208333333333333,18,720,8,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,LM,visual_direction,averaged_trial_response,0.9703703703703704,60,540,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,LM,auditory_direction,averaged_trial_response,0.5037037037037037,60,540,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,LM,congruency,averaged_trial_response,0.4611111111111111,60,360,2,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,LM,modality,averaged_trial_response,0.75,60,720,3,glm_clean,balanced_accuracy
g2post,4,Ocho_20220907_008,LM,trial_type,averaged_trial_response,0.4222222222222222,60,720,8,glm_clean,balanced_accuracy
g2post,5,Quatro_20220222_007,V1,visual_direction,averaged_trial_response,0.9777777777777776,279,540,2,glm_clean,balanced_accuracy
g2post,5,Quatro_20220222_007,V1,auditory_direction,averaged_trial_response,0.55,279,540,2,glm_clean,balanced_accuracy
g2post,5,Quatro_20220222_007,V1,congruency,averaged_trial_response,0.4833333333333333,279,360,2,glm_clean,balanced_accuracy
g2post,5,Quatro_20220222_007,V1,modality,averaged_trial_response,0.875,279,720,3,glm_clean,balanced_accuracy
g2post,5,Quatro_20220222_007,V1,trial_type,averaged_trial_response,0.5833333333333334,279,720,8,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,V1,visual_direction,averaged_trial_response,0.7481481481481481,14,540,2,glm_clean,balanced_accuracy
