,NeuronID,Group,BrainRegion,DSI (VIS),DSI (AUD),RCI (VISpref congruent),RCI (VISpref incongruent),RCI (AUDpref congruent),RCI (AUDpref incongruent),RCI (VISnonpref congruent),RCI (VISnonpref incongruent),RCI (AUDnonpref congruent),RCI (AUDnonpref incongruent),pref_VIS,prefVIS_MST+,prefVIS_MST-,nonpref_VIS,nonprefVIS_MST+,nonprefVIS_MST-,pref_AUD,prefAUD_MST+,prefAUD_MST-,nonpref_AUD,nonprefAUD_MST+,nonprefAUD_MST-,pref_VIS_idx,prefVIS_MST+_idx,prefVIS_MST-_idx,nonpref_VIS_idx,nonprefVIS_MST+_idx,nonprefVIS_MST-_idx,pref_AUD_idx,prefAUD_MST+_idx,prefAUD_MST-_idx,nonpref_AUD_idx,nonprefAUD_MST+_idx,nonprefAUD_MST-_idx,NeuronType
1380,1380,g1pre,V1,0.11544293268916671,0.09414079013364841,-0.09169328128928614,-0.10836609715588334,-0.1913375596765291,0.22169541567171056,0.642228126267008,0.7295677546217476,0.4284895689369887,0.18570541968806573,-0.13433273206070448,-0.11176703673526717,-0.10806503237003413,-0.04041248428185085,-0.18549954094353624,-0.2584607822942269,0.16465741718288324,-0.11176703673526717,-0.2584607822942269,0.07421469845630177,-0.18549954094353624,-0.10806503237003413,7,5,2,6,1,4,3,5,4,0,1,2,
1381,1381,g1pre,V1,0.04613922292663517,0.20753246293081004,0.2367928771654687,0.2645840900393833,0.5485699146822888,0.5500498848376121,0.3017043809277926,0.2984331019526137,0.8018318770091606,0.8102184718152147,-0.4104173261203565,-0.6650897383212784,-0.7057329245380372,-0.3769869708268451,-0.7027476301942239,-0.6977130239308382,0.204860897559465,-0.7027476301942239,-0.7057329245380372,0.07314754875042437,-0.6650897383212784,-0.6977130239308382,7,5,2,6,1,4,0,1,2,3,5,4,M
1382,1382,g1pre,V1,0.17952408850484644,0.11276770464402162,-0.2832646786857663,-0.16005433899365498,-0.05331488687918742,0.44016371784505776,-0.46553536889238817,-0.2688842748525971,0.7820250572590219,0.708040452296836,0.5368955259519658,0.2998695387606673,0.3887430547678334,0.3724229858185095,0.13581856702777448,0.21458560621684045,0.15111647641035297,0.13581856702777448,0.3887430547678334,0.03667964447237236,0.2998695387606673,0.21458560621684045,6,1,4,7,5,2,3,5,4,0,1,2,V
1383,1383,g1pre,V1,0.027703423477554105,0.24394100889835021,-0.20320556651947264,-0.17309832561151065,0.18805812263004104,0.2555208645479399,-0.33369876784701547,-0.12336189490766881,0.37161345198462753,0.5179345050264487,0.8204137766986146,0.5432996227861226,0.5782989463307201,0.8024119808302703,0.40087619814225844,0.626178368313132,0.3713014601699931,0.5432996227861226,0.626178368313132,0.18365612408339338,0.40087619814225844,0.5782989463307201,6,1,4,7,5,2,0,1,2,3,5,4,M
1384,1384,g1pre,V1,0.11536127280490112,0.11284988281524105,-0.0028360931124027126,-0.04351390488313032,0.7475740331030434,0.7740250036532558,-0.06542907956824891,0.007728108284956777,0.9294550831981099,0.9252108900969512,1.2496337062951994,1.2425655970163427,1.1454157519775272,1.1515363183801965,1.0101022936367412,1.1694733322910134,0.14590285922442162,1.0101022936367412,1.1454157519775272,-0.045430799309987675,1.2425655970163427,1.1694733322910134,6,1,4,7,5,2,3,5,4,0,1,2,V
1385,1385,g1pre,V1,0.22184191623617053,0.19170029499163468,0.19177955979158712,0.2169577308540722,0.3827622580917177,0.4747263706449163,0.3302145083599298,0.006569104811045653,0.7009981394631588,0.4187503884344013,0.6209551382477186,0.9156433127580371,0.9650515505738203,0.387733891379087,0.770051388292058,0.39286170567115075,0.3437357197749037,0.770051388292058,0.9650515505738203,0.16095200091704726,0.9156433127580371,0.39286170567115075,6,1,4,7,5,2,3,5,4,0,1,2,M
1386,1386,g1pre,V1,0.0982234270122364,0.2980184143807862,0.14475988293784414,-0.7391527311926149,-0.468494864655941,-0.8421797715937519,0.7738679160046397,0.018970850400572954,0.34678726223916817,-0.7711051301636039,-0.11633900757728423,-0.15572261641884344,0.017449135914294416,0.03548685149948807,-0.2783726493063876,0.03685931989404907,0.4302458194949115,-0.15572261641884344,0.03685931989404907,0.13501505803436242,-0.2783726493063876,0.017449135914294416,7,5,2,6,1,4,3,5,4,0,1,2,A
1387,1387,g1pre,V1,0.09790983416237567,0.224861960996061,0.09365993426682956,0.10295286896321965,0.6090675958326015,0.7143858684709821,-0.03073449432601312,-0.15051717869928732,0.9745563578189118,0.9541016525002904,0.7661219004634865,0.924461864789666,0.9419754200820363,0.686890255471488,0.6459267973247097,0.5071645021429078,0.15693170159432313,0.6459267973247097,0.9419754200820363,0.01191238568837397,0.924461864789666,0.5071645021429078,7,5,2,6,1,4,0,1,2,3,5,4,V
1388,1388,g1pre,V1,0.2164415903726438,0.13367827182915412,-0.22415042688633016,-0.07074267198621968,-0.02100864694361644,-0.10591099246329684,-0.08902452600128982,-0.08557297267223143,0.12331849685940724,0.35389217347824087,0.5746823028657266,0.3642256781206483,0.4987451749048104,0.36457902047323754,0.3049725126073053,0.30710133570916603,0.37985786660841586,0.3642256781206483,0.30710133570916603,0.23801242614328516,0.3049725126073053,0.4987451749048104,6,1,4,7,5,2,0,1,2,3,5,4,M
1389,1389,g1pre,V1,0.0011101935086270875,0.16795262376731268,-0.13761262551151468,-0.11515433402525264,0.018334888579135507,-0.05547727006950157,-0.49109445859764134,-0.208368672792379,-0.002063161424049165,0.397493201826063,0.4979864040738233,0.3775074027040495,0.395139128203481,0.497093654669292,0.16965639835793656,0.3256579870470971,0.36391353246744174,0.3775074027040495,0.3256579870470971,0.17035790274760254,0.16965639835793656,0.395139128203481,6,1,4,7,5,2,0,1,2,3,5,4,M
1390,1390,g1pre,V1,0.05293491837821507,0.016045369743176604,-0.10918923403598661,-0.07588597684382141,0.9398652062062985,0.9132721344841721,-0.47974057214953686,-0.2607721294247627,0.9778321535494363,0.9914417065550871,0.48509142181486964,0.3895860577884553,0.4166610542940124,0.4543955133594866,0.15976013244998324,0.2664254863350548,0.012076961417245173,0.3895860577884553,0.2664254863350548,0.0017906160938466204,0.15976013244998324,0.4166610542940124,6,1,4,7,5,2,0,1,2,3,5,4,V
1391,1391,g1pre,V1,0.3907227165231228,0.08580319300933135,0.02874322652599035,0.041081858905039174,0.7515800677733168,0.7270158576124504,0.06736454697592481,0.059483371734186025,0.7700037978392985,0.792822802466172,1.807211104121295,1.9141757700360467,1.9620597578475756,1.5246476825353148,1.744899229050851,1.7175016569113675,0.27148026162847033,1.9141757700360467,1.7175016569113675,0.22673408742101933,1.744899229050851,1.9620597578475756,7,5,2,6,1,4,3,5,4,0,1,2,M
1392,1392,g1pre,V1,0.22736340275301958,0.10208816908359737,-0.05245578980919489,-0.0003657493479869706,0.2192021096778846,0.4527157396638571,-0.11544847790103895,0.006520512437276547,0.583541663113872,0.520589230233271,0.5051866439000995,0.45482830170001426,0.5048172356396935,0.37448113624767965,0.296963836185916,0.37939680675119225,0.19018072143689582,0.296963836185916,0.5048172356396935,0.11961607484470023,0.45482830170001426,0.37939680675119225,6,1,4,7,5,2,3,5,4,0,1,2,M
1393,1393,g1pre,V1,0.14343544167852676,0.08507680243458725,-0.18546210992413506,-0.21149036951618733,0.24807859111988748,0.26515133736801827,-0.15881052581592278,-0.14706656051113176,0.4167031321566591,0.38876707143789213,0.547547091318369,0.3762227816021748,0.3563760517719615,0.47331691608336895,0.34358439010748526,0.3519480378046764,0.20699694756162848,0.34358439010748526,0.3563760517719615,0.15490159168758805,0.3762227816021748,0.3519480378046764,6,1,4,7,5,2,3,5,4,0,1,2,M
1394,1394,g1pre,V1,0.15533422965423038,0.0738736141454568,-0.0687775574886219,-0.004061681860805218,0.5971314006253011,0.6132080123015244,0.009846743603660635,-0.017832313942107974,0.6228319931274654,0.6299857381302778,1.6315328365853767,1.4215493041345286,1.618332915808825,1.5082701868691448,1.5382686739098237,1.4554207201871463,0.3880207639004507,1.5382686739098237,1.618332915808825,0.33038719964978264,1.4215493041345286,1.4554207201871463,7,5,2,6,1,4,0,1,2,3,5,4,M
1395,1395,g1pre,V1,0.2880099749428239,0.15298243120696808,0.02344581584503952,-0.0037835763099217374,0.12197849858820486,0.33658413888509825,-0.11221489526712661,0.04160656943717257,0.465746832783099,0.3834219738791369,0.9464454147810737,0.9918913004521097,0.9393105133251963,0.746378235070253,0.5957692909993225,0.8111830153901846,0.4662284063700729,0.5957692909993225,0.9393105133251963,0.36153656071372053,0.9918913004521097,0.8111830153901846,6,1,4,7,5,2,3,5,4,0,1,2,M
1396,1396,g1pre,V1,0.12167090788390454,0.1935314239689782,0.0867193146766912,0.07419308887035962,0.46163195396104323,0.5373656795573738,0.017748785183990517,0.0591831191041516,0.7116980879756395,0.6742248412668641,1.3852876752189636,1.6483638570666677,1.607318360803557,1.267369664223176,1.3131711284101495,1.4268202253467968,0.48368494722700006,1.3131711284101495,1.607318360803557,0.27763450519840344,1.6483638570666677,1.4268202253467968,6,1,4,7,5,2,3,5,4,0,1,2,M
1397,1397,g1pre,V1,0.08188826533600423,0.11455786828964681,0.02468725738041742,0.010542287167471288,0.8343453295820775,0.8464501043815954,-0.011255209058245976,0.014494511048127599,0.8946522419168363,0.8885796062293443,1.9957935204857502,2.0968291497056977,2.0383223282297562,1.9197239705758933,1.876991148179696,1.9761933877690157,0.16950589674404748,1.876991148179696,2.0383223282297562,0.1165893376725635,2.0968291497056977,1.9761933877690157,6,1,4,7,5,2,3,5,4,0,1,2,V
1398,1398,g1pre,V1,0.18629579926766815,0.3069612392002123,0.08861554260366729,0.0721888455931838,0.5973584468479401,0.5885664805618936,0.1255543646829226,0.15069011588008416,0.8449941797830255,0.8513496100182654,1.2900157070237845,1.5408767808931931,1.4907564380331242,1.1068726090971197,1.4247258445809374,1.4996497681718066,0.3884043819338455,1.5408767808931931,1.4996497681718066,0.11969728714784413,1.4247258445809374,1.4907564380331242,7,5,2,6,1,4,3,5,4,0,1,2,M
1399,1399,g1pre,V1,0.25381921706073846,0.1650971849240374,-0.1000072450052181,-0.06997605297341075,0.5593916043073479,0.6466777757559432,-0.12483580566513076,-0.17878112639083238,0.7576186611640647,0.6794009572547012,1.5391041086454957,1.259248567001099,1.337790387018031,1.3057270980769335,1.015904364045379,0.9096580465338929,0.28704527508215033,1.015904364045379,1.337790387018031,0.17365447940500042,1.259248567001099,0.9096580465338929,7,5,2,6,1,4,0,1,2,3,5,4,M
1400,1400,g1pre,V1,0.2653714408012488,0.07170272502417412,-0.8525794477596667,-0.19488265923672515,-0.3986077563503351,0.26995704273542875,-0.4352307759820629,-0.6186505205200578,-0.49599667879145326,-0.40629184441724303,0.38330193972908505,0.030501571038147022,0.2582705808294326,0.16223588791025978,0.06384049036312162,0.03822231582618959,-0.1484685011053858,0.06384049036312162,0.2582705808294326,0.0905356116732981,0.030501571038147022,0.03822231582618959,7,5,2,6,1,4,0,1,2,3,5,4,V
1401,1401,g1pre,A/RL/AL,0.09942882112777308,0.22063246215708623,0.17183223657884122,0.04813703685401248,0.13499734092138657,0.15731151663923706,0.12840499570712147,0.0780764408484936,0.6799096153990315,0.5579708095298164,0.38208415303903576,0.5406374739430316,0.4207292094563708,0.3104892596136125,0.4019729690232099,0.36307907808972534,0.30635110281450867,0.4019729690232099,0.4207292094563708,0.10301319510158025,0.5406374739430316,0.36307907808972534,6,1,4,7,5,2,3,5,4,0,1,2,M
1402,1402,g1pre,V1,0.054340428538154704,0.10870932758451243,-0.40366764474363975,-0.22983185236140996,0.5758103742080793,0.5510150107285284,-0.15844358572848402,-0.08321073785511261,0.7090182377084122,0.8311790989641897,0.835193037365579,0.35482233485327036,0.5230300981987149,0.774244393475477,0.5624532291171598,0.6552916449293378,0.1514057964649248,0.5624532291171598,0.5230300981987149,-0.06041294704640602,0.35482233485327036,0.6552916449293378,6,1,4,7,5,2,3,5,4,0,1,2,V
1403,1403,g1pre,V1,0.05381072755497262,0.036133439178961606,0.12226249686512154,0.06651088884780208,-0.23071212364760196,-0.32141890649884575,-0.019842483568659572,0.11411048786487726,-0.3967482701145558,-0.23861956872137413,0.24600057944546713,0.31453278859877193,0.2810555511650563,0.20546887950392947,0.1974735019213812,0.25840133611408717,0.5031917544946114,0.31453278859877193,0.25840133611408717,0.45722334232598094,0.1974735019213812,0.2810555511650563,7,5,2,6,1,4,3,5,4,0,1,2,M
1404,1404,g1pre,V1,0.2454002946596876,0.013486371149254795,-0.8344838760873979,-0.6220660386666044,-0.3000822113122714,-0.421037520418485,-0.1988384936141368,-0.08221921137001827,-0.7125163189634899,-0.15812168784909117,0.36493891543378704,-0.032926577079705865,0.08502909663775562,0.16812779248089296,0.11235668207754124,0.14258151800723678,-0.20870011600212485,0.11235668207754124,0.08502909663775562,-0.19614087440825684,-0.032926577079705865,0.14258151800723678,7,5,2,6,1,4,0,1,2,3,5,4,V
1405,1405,g1pre,V1,0.09762037051949941,0.02278497284260194,0.1402239442684964,0.3468181417667558,0.3195370546605263,0.03897373298792123,0.4638753681748223,0.2493307223826377,0.407753922081734,0.603212289831112,0.16236563859045247,0.21532722109801752,0.33478729529422824,0.07213106723501715,-0.19695213824821092,-0.12004695146307703,-0.11104060667535891,0.21532722109801752,-0.12004695146307703,-0.08285832458746059,-0.19695213824821092,0.33478729529422824,6,1,4,7,5,2,0,1,2,3,5,4,M
1406,1406,g1pre,V1,1.1572252333120774,0.11764425664606519,0.08059794068514488,0.028456163835533323,0.9450655569183014,0.8453458588986486,-0.1380481463415973,-0.005679346768619501,0.9178312215298713,0.9757370824059831,2.13089176813808,2.5044943429742563,2.2557178501176924,0.8536499707829697,0.6465501280039537,0.844008380312456,-0.07073437779163468,2.5044943429742563,0.844008380312456,-0.02770120417343658,0.6465501280039537,2.2557178501176924,6,1,4,7,5,2,0,1,2,3,5,4,V
1407,1407,g1pre,V1,0.009421947006153435,0.07501398910207445,-0.35030661016303366,-0.41665592836895,0.25029552922973536,-0.08952483494985858,-0.08253032607341979,-0.16491725418986924,0.5505870796894778,0.6657954745249628,0.33787716414638275,-0.16256793714152112,-0.1391295068176722,-0.3276115517543393,-0.27765842334679225,-0.23485166282337538,0.16649004692382957,-0.27765842334679225,-0.1391295068176722,-0.04711772227217288,-0.16256793714152112,-0.23485166282337538,7,5,2,6,1,4,0,1,2,3,5,4,V
1408,1408,g1pre,V1,0.12228341210172032,0.07783566705258044,0.019196121626610416,-0.029351784643656148,0.9117963246775409,0.9056823413577144,-0.027983329791069215,0.008007717350578186,0.9467259607158187,0.9490154863339278,1.9085682059424018,1.9832765308619824,1.799723234195559,1.8194087002418342,1.7203543436036666,1.8487825388725292,0.09150152500283149,1.9832765308619824,1.8487825388725292,-0.04707916097762094,1.7203543436036666,1.799723234195559,6,1,4,7,5,2,0,1,2,3,5,4,V
1409,1409,g1pre,V1,0.11916500083078359,0.05039267385996232,-0.11994563413995302,-0.13146799462310993,0.2508515417836663,0.22366904665401008,-0.0433082362797126,-0.04019221926096451,0.2877316827231746,0.30616810966430424,0.9367953641997594,0.7361347060516571,0.7190983396461091,0.8307104865860525,0.7617440876215601,0.7665144708862414,0.4562167369465453,0.7617440876215601,0.7190983396461091,0.4071697818754369,0.7361347060516571,0.7665144708862414,6,1,4,7,5,2,3,5,4,0,1,2,M
1410,1410,g1pre,V1,1.2383338237235368,0.06180477741485685,0.01818991760990652,0.025272454523344638,0.9431665404853252,0.9669687205983408,0.038212553396011636,0.0010218831884265588,0.9905947464105292,0.9826711675173218,2.28806332420204,2.372844860061126,2.4067118154153495,1.280120319867662,1.3818406453906957,1.2827392629896819,-0.040415879307971934,1.3818406453906957,2.4067118154153495,0.011211326503091633,2.372844860061126,1.2827392629896819,7,5,2,6,1,4,0,1,2,3,5,4,V
1411,1411,g1pre,V1,0.3756013827069997,0.06698713477536493,0.08675933639431428,-0.07219121539971035,0.5099281647999429,-0.2507263929070774,0.3047848194946918,-0.04229195060366194,0.3169344808101733,0.558505014839993,0.4018386246911659,0.47818925997313255,0.3477266000926641,0.10119001082010086,0.18991413551500133,0.09297825606806778,0.1552041306806407,0.47818925997313255,0.09297825606806778,0.09850436712480631,0.18991413551500133,0.3477266000926641,7,5,2,6,1,4,3,5,4,0,1,2,V
1412,1412,g1pre,AM/PM,0.12709700256450043,0.004079214083041811,0.27274795287711817,0.10188899550304065,0.9464236074317045,0.9802044351003961,-0.20724888311691372,-0.026975507798098822,0.9892200722138121,0.9709258168238832,0.5479948244385623,0.9590337954367946,0.672332778039707,0.3718484713390452,0.24417772928827688,0.35231382564954045,-0.006721127832006493,0.24417772928827688,0.672332778039707,-0.005197170088786006,0.9590337954367946,0.35231382564954045,6,1,4,7,5,2,3,5,4,0,1,2,V
1413,1413,g1pre,V1,0.14248604283863073,0.040789274882737155,-0.05449291941774813,-0.035369535880213715,-0.18674625569745779,0.1218471744214344,-0.261969330200295,-0.13293966320668146,0.13772936622422713,-0.019153575442341652,0.44595476930209244,0.3998636541128929,0.41548600879259323,0.38109688612863746,0.22287482222999783,0.2916607169549686,0.3252316544789127,0.22287482222999783,0.41548600879259323,0.30305158387541187,0.3998636541128929,0.2916607169549686,7,5,2,6,1,4,0,1,2,3,5,4,M
1414,1414,g1pre,AM/PM,0.2482240609338229,0.11158921133656473,-0.20403726994229515,-0.19906957040734125,0.06806138219620986,-0.23158183691491105,-0.5097785253291739,-0.2688245065950351,-0.31012058077899785,0.26860567966095716,0.3755103052994168,0.24824165765670259,0.2508258382687175,0.23452008134594995,0.07614810926805819,0.13514503802551983,0.2166036439237247,0.24824165765670259,0.13514503802551983,0.1446096264940641,0.07614810926805819,0.2508258382687175,6,1,4,7,5,2,0,1,2,3,5,4,M
1415,1415,g1pre,V1,0.5841334091436771,0.000380443615552138,-0.13614251673256494,-0.11127256467275498,-0.7912670558466687,0.19446328436053945,-0.6973925495887161,-0.4099156831766879,0.17044594674171062,-0.570121720309248,0.5863159816537794,0.44580098082020136,0.4688994538616945,0.20669291839853499,-0.03684876375226435,0.08650605919257055,0.31622213170922014,-0.03684876375226435,0.4688994538616945,0.31596163121877896,0.44580098082020136,0.08650605919257055,6,1,4,7,5,2,3,5,4,0,1,2,M
1416,1416,g1pre,V1,0.0666205682284968,0.05529268524743926,-0.17845731035107334,0.11981731490349193,0.38785211578150713,0.5280763661298948,0.04671246123028022,0.07126903185675655,0.6685571086214641,0.7421968971823505,0.4770336402640744,0.3325563823426192,0.6069087011187712,0.41175905277507086,0.45211262503259875,0.47495425150566445,0.14668254889661428,0.3325563823426192,0.47495425150566445,0.08980784349260161,0.45211262503259875,0.6069087011187712,6,1,4,7,5,2,0,1,2,3,5,4,V
1417,1417,g1pre,V1,0.34130571312631164,0.24831826946476887,-0.19992876994152392,-0.28962205139827985,0.27196143118112487,0.2649996463919592,-0.46790448766587367,-0.017868928615800157,0.27661285354258824,0.59510343187719,0.7312774811239154,0.4875906707907232,0.4028183267618504,0.49780710934892825,0.18044834055503003,0.480328867403788,0.2790845739735046,0.4875906707907232,0.480328867403788,0.10225027093754213,0.18044834055503003,0.4028183267618504,6,1,4,7,5,2,0,1,2,3,5,4,M
1418,1418,g1pre,V1,0.32728173759925927,0.2541639134204075,-0.07400711937903807,0.038875554563677805,0.11602816879123126,0.2944359099901681,0.05710266468791101,0.06228314891500734,0.5412796765435772,0.490969842222459,0.7056495430490914,0.6084004857013305,0.7627337581970803,0.46817999892785,0.5248867568985145,0.530373025657639,0.41574677113692693,0.5248867568985145,0.7627337581970803,0.18107399444715147,0.6084004857013305,0.530373025657639,6,1,4,7,5,2,3,5,4,0,1,2,M
1419,1419,g1pre,V1,0.0037575690960576667,0.009826883755316988,-0.25012777601412267,0.5413730360813256,0.4223944089365014,0.6217157107992939,0.3423883503566382,0.6867189018363961,-0.03138953953449908,0.777087237736053,0.06928072848135634,-0.04155710715533249,-0.2328416233725198,-0.06552155122573779,-0.13374970943782152,-0.3527708488572102,-0.054313050929499895,-0.13374970943782152,-0.2328416233725198,0.04425057065017193,-0.04155710715533249,-0.3527708488572102,7,5,2,6,1,4,0,1,2,3,5,4,
1420,1420,g1pre,V1,0.013014783238444972,0.12123890045052757,0.3325627834936078,0.35770581897437786,0.2404101525551477,0.21624227754608744,0.4080399784659188,0.09104178538222826,0.5096699087974966,0.26768202481623427,-0.15379887190988498,-0.30706506586968296,-0.32510589308206095,-0.14383021556479714,-0.3421154913498592,-0.1726424522690692,0.20950123098206963,-0.3421154913498592,-0.32510589308206095,0.09973255800860008,-0.30706506586968296,-0.1726424522690692,7,5,2,6,1,4,0,1,2,3,5,4,A
1421,1421,g1pre,V1,0.029876606882435385,0.045863928007272806,0.0921113649560231,0.47637147243230044,-0.03238761299853669,0.18294220530148125,0.41998456446163734,0.28904697772116794,-0.11923677912652471,-0.06139382595904778,-0.10360750036516551,-0.12463084598256007,-0.29212151327903546,-0.07724446230262737,-0.18910866407901825,-0.14005389604750423,-0.20176823377684242,-0.18910866407901825,-0.29212151327903546,0.15837562619723983,-0.12463084598256007,-0.14005389604750423,6,1,4,7,5,2,3,5,4,0,1,2,
1422,1422,g1pre,V1,0.2881849117645269,0.05351697458949499,-0.08042894169806379,0.012036107644317767,0.639878933522592,0.45595012703176013,-0.3307353295118319,-0.2172424231255121,0.4469251102683109,0.7452417943928643,0.9191568498072706,0.7823096961789398,0.9415525484191172,0.7149456680175689,0.35956652409480283,0.45975158938133714,0.17179695180204932,0.7823096961789398,0.45975158938133714,0.13744126372101098,0.35956652409480283,0.9415525484191172,6,1,4,7,5,2,0,1,2,3,5,4,V
1423,1423,g1pre,V1,0.5752704582810497,0.09556140533310525,0.005901497929788787,-0.06350987322373365,-0.7026494198751796,0.3732015510830225,-0.576602426474966,-0.34625029393715806,0.5940502399045275,-0.3399766577602561,0.691482251040335,0.6996922645641498,0.6088954294118443,0.1807397690988522,0.04853777870114425,0.08776865004551383,0.2779305852130562,0.04853777870114425,0.6088954294118443,0.17818755007212728,0.6996922645641498,0.08776865004551383,7,5,2,6,1,4,0,1,2,3,5,4,M
1424,1424,g1pre,V1,0.038188671254979,0.014306226614347127,-0.4101094412359293,-0.3210412247652927,-0.09448615622130514,0.4786787338151567,0.4348684931957845,0.3789076331282136,0.6715341015767925,0.2291840297210679,-0.08462109084076902,-0.03539950949873446,0.043491626997848795,-0.054664052459199634,-0.13879199025312958,-0.12136146443620945,0.04278705770163626,-0.03539950949873446,-0.12136146443620945,-0.02727341053313526,-0.13879199025312958,0.043491626997848795,6,1,4,7,5,2,0,1,2,3,5,4,
1425,1425,g1pre,V1,0.014357770006972076,0.20182811437990827,0.23547281127493708,0.131613813765442,-0.017080374570248295,-0.4332642007892772,-0.5705320774587159,-0.18682518904157622,-0.6440368064731156,0.03344433140406233,0.36716757386159415,0.5933412982267572,0.4784644264669308,0.35432278134691825,0.09689090149647749,0.24277068215304765,0.6139624993087468,0.5933412982267572,0.24277068215304765,0.44749628941774106,0.09689090149647749,0.4784644264669308,6,1,4,7,5,2,0,1,2,3,5,4,M
1426,1426,g1pre,AM/PM,0.27496856455855767,0.16721587000173363,0.1341602486245283,0.17392920453534091,0.3949160304571769,0.5188130229514525,0.10087169984066302,0.15012415197132176,0.5683679958682393,0.5217918133628188,1.3216541955549201,1.7312298824868706,1.8782027726641266,1.1203904744706772,1.3717799405237785,1.516207511151502,0.5950480413357236,1.3717799405237785,1.8782027726641266,0.4764533743095958,1.7312298824868706,1.516207511151502,7,5,2,6,1,4,0,1,2,3,5,4,M
1427,1427,g1pre,V1,0.07017561265160482,0.19585885195705416,-0.22995772105637466,0.14955706640856775,0.07552829963944573,5.3714795716135626e-06,0.33818582447552176,0.3512838509848199,-0.11965578394948997,0.34091928338186844,0.28531629452966245,0.17862858690026612,0.38566651515697414,0.2218988896445871,0.44867873728138624,0.46221816210895145,0.3856623719796139,0.44867873728138624,0.38566651515697414,0.22718673770457515,0.17862858690026612,0.46221816210895145,7,5,2,6,1,4,0,1,2,3,5,4,M
1428,1428,g1pre,V1,0.21511545162813717,0.08029842330882078,-0.1614151046120321,-0.0992471205843793,0.29469053043524274,0.4196007240985653,0.6598322418701275,0.5262216453238746,0.8968834928741126,0.8236927393113191,0.19767355913311763,0.14272766063429707,0.16197907116539223,-0.02491350103353644,0.12156423201501851,0.08025593436866675,0.06622463205298644,0.12156423201501851,0.16197907116539223,-0.007758820133205966,0.14272766063429707,0.08025593436866675,6,1,4,7,5,2,3,5,4,0,1,2,V
1429,1429,g1pre,V1,0.18753952843503244,0.11655750018316921,-0.4535940440851737,-0.378396889520509,0.15603681538618505,0.42833152987039635,0.11301759391063276,-0.04314147321160719,0.8953901016300351,0.7940502385083884,0.5850847089813669,0.2199333238898296,0.2638503305991348,0.43734396670637204,0.5487950225314997,0.4011692703522303,0.16056203916893041,0.2199333238898296,0.4011692703522303,0.030288958185225645,0.5487950225314997,0.2638503305991348,6,1,4,7,5,2,0,1,2,3,5,4,V
1430,1430,g1pre,V1,0.05190747024132136,0.10226941091688742,-0.10315470678591389,0.009212243940204095,-0.30505953625222737,-0.24581546076221847,0.21948061264476884,0.2756228979354677,-0.01352793745913982,0.09461669845455514,0.11851764952723727,-0.09635275586230825,0.12072157966663764,0.0679652737893186,-0.10618869314702387,-0.11968636123783002,0.19941645919755124,-0.10618869314702387,0.12072157966663764,0.09899541368267016,-0.09635275586230825,-0.11968636123783002,6,1,4,7,5,2,3,5,4,0,1,2,A
1431,1431,g1pre,V1,0.09087807686119681,0.09808321094356233,-0.09397385729985301,0.1931052939743354,0.5144523833613088,0.04283010217844132,0.8585962069605984,0.7459668321117581,0.3113119738962374,0.6715388483321322,0.09360766928096567,-0.07752561449239283,-0.13841187077036868,0.030147313741034035,-0.39625304077609813,-0.20720211579721357,0.12704243570051352,-0.39625304077609813,-0.13841187077036868,0.04071568282764116,-0.07752561449239283,-0.20720211579721357,6,1,4,7,5,2,3,5,4,0,1,2,
1432,1432,g1pre,V1,0.1120047817866722,0.0394980878365369,-0.9414256997112671,-0.2774351903545108,0.48872839586978944,0.32606108988396226,0.044656045788494775,-0.3876216077769747,-0.7553613655957696,0.21890515766953714,0.5555453101378226,0.01676122749629281,0.31423706995090656,0.4252699076259019,0.4650270492997305,0.1876780390512925,0.1597034933430576,0.4650270492997305,0.31423706995090656,-0.12026723112890758,0.01676122749629281,0.1876780390512925,7,5,2,6,1,4,0,1,2,3,5,4,V
1433,1433,g1pre,V1,0.28472714644944985,0.14134623815393377,-0.021955721533099715,-0.004675612136155222,-0.14479613509388692,-0.14804966574970152,0.8325251225767106,0.8250678406174882,0.11146861175521644,0.10829453355220561,-0.286288163573224,-0.2739869198594422,-0.28362347778634706,-0.026087506817131904,-0.2854518382894926,-0.27217105134870184,0.36676537582743785,-0.2739869198594422,-0.27217105134870184,0.22819620407620383,-0.2854518382894926,-0.28362347778634706,7,5,2,6,1,4,3,5,4,0,1,2,A
1434,1434,g1pre,V1,0.19772617601577996,0.011741872131664582,-0.5530657744516378,-0.5956053407241586,0.35739301245381905,0.4552383703752111,0.1746199436105874,0.23449427309028106,0.5960149532307921,0.5142862711819661,-0.19132109788975996,0.05505751792554549,0.048488951634052375,0.04317610435630494,0.06144504325217215,0.06962802718325434,-0.026064924020749183,0.05505751792554549,0.06962802718325434,0.01555303640590343,0.06144504325217215,0.048488951634052375,6,1,4,7,5,2,0,1,2,3,5,4,
1435,1435,g1pre,V1,0.02705627740062473,0.08622697891689175,0.5957229857454626,0.03419685911079505,0.2669741275316275,-0.09418919561744381,0.48659136461869473,0.519808500444056,0.8187271722892021,0.7226782997044358,-0.08719847261686084,-0.3441813463800197,-0.09337346575264603,0.06732841808404572,-0.19495161946943773,-0.2130947803536922,0.1127920277497059,-0.19495161946943773,-0.09337346575264603,0.034304609759079764,-0.3441813463800197,-0.2130947803536922,6,1,4,7,5,2,3,5,4,0,1,2,
