,Group,Region,Predictor,FR
2115,g1pre,A/RL/AL,Adrive,0.1854027932178756
2116,g1pre,A/RL/AL,Adrive,0.08118284237063544
2117,g1pre,A/RL/AL,Adrive,-0.11498236169224477
2118,g1pre,A/RL/AL,Adrive,-0.15069209280169552
2119,g1pre,A/RL/AL,Adrive,-0.20801868315453353
2120,g1pre,A/RL/AL,Adrive,0.39126199051043026
2121,g1pre,A/RL/AL,Adrive,-0.07382144517082871
2122,g1pre,A/RL/AL,Adrive,-0.016094294206704055
2123,g1pre,A/RL/AL,Adrive,0.17594215054958087
2124,g1pre,A/RL/AL,Adrive,0.24081388265733544
2125,g1pre,A/RL/AL,Adrive,0.45410688002475647
2126,g1pre,A/RL/AL,Adrive,-0.2335201022236354
2127,g1pre,A/RL/AL,Adrive,-0.02247838953454401
2128,g1pre,A/RL/AL,Adrive,-0.027888159156512833
2129,g1pre,A/RL/AL,Adrive,0.3190813357150901
2130,g1pre,A/RL/AL,Adrive,-0.028694378304100595
2131,g1pre,A/RL/AL,Adrive,-0.12626064305309964
2132,g1pre,A/RL/AL,Adrive,0.03696398764372038
2133,g1pre,A/RL/AL,Adrive,0.2108091161593334
2134,g1pre,A/RL/AL,Adrive,0.2431379383028363
2135,g1pre,A/RL/AL,Adrive,0.3603034325899111
2136,g1pre,A/RL/AL,Adrive,0.7282846504436007
2137,g1pre,A/RL/AL,Adrive,0.09164929551125488
2138,g1pre,A/RL/AL,Adrive,0.11214840725470118
2139,g1pre,A/RL/AL,Adrive,-0.07278480729777645
2140,g1pre,A/RL/AL,Adrive,0.010026118382447553
2141,g1pre,A/RL/AL,Motordrive,-0.03259159981171454
2142,g1pre,A/RL/AL,Motordrive,-0.047927137636029855
2143,g1pre,A/RL/AL,Motordrive,-0.0001233733166599343
2144,g1pre,A/RL/AL,Motordrive,0.09858506731612479
2145,g1pre,A/RL/AL,Motordrive,0.017269552898150974
2146,g1pre,A/RL/AL,Motordrive,0.012319814544148213
2147,g1pre,A/RL/AL,Motordrive,0.03620525102474979
2148,g1pre,A/RL/AL,Motordrive,-0.041504969479873505
2149,g1pre,A/RL/AL,Motordrive,0.10064488110761596
2150,g1pre,A/RL/AL,Motordrive,-0.013717358400569408
2151,g1pre,A/RL/AL,Motordrive,0.0029104923230559546
2152,g1pre,A/RL/AL,Motordrive,0.07966212935359544
2153,g1pre,A/RL/AL,Motordrive,0.010899542568054692
2154,g1pre,A/RL/AL,Motordrive,0.017494084224853584
2155,g1pre,A/RL/AL,Motordrive,-0.07220522696606922
2156,g1pre,A/RL/AL,Motordrive,0.08331800795137836
2157,g1pre,A/RL/AL,Motordrive,-0.08867025593347025
2158,g1pre,A/RL/AL,Motordrive,0.13207178842435008
2159,g1pre,A/RL/AL,Motordrive,-0.11719225044113098
2160,g1pre,A/RL/AL,Motordrive,0.11210803785136818
2161,g1pre,A/RL/AL,Motordrive,0.3146752660134744
2162,g1pre,A/RL/AL,Motordrive,0.12092635354438756
2163,g1pre,A/RL/AL,Motordrive,-0.1201476506859863
2164,g1pre,A/RL/AL,Motordrive,0.027683695552644366
2165,g1pre,A/RL/AL,Motordrive,0.10330308656744676
2166,g1pre,A/RL/AL,Motordrive,-0.058901965866519135
2167,g1pre,A/RL/AL,Motordrive,0.03583470857821965
2168,g1pre,A/RL/AL,Motordrive,0.016974518345923256
2169,g1pre,A/RL/AL,Motordrive,0.10348281549095185
2170,g1pre,A/RL/AL,Motordrive,-0.06315412448366976
2171,g1pre,A/RL/AL,Motordrive,-0.036622806547262826
2172,g1pre,A/RL/AL,Motordrive,-0.05209563671058478
2173,g1pre,A/RL/AL,Motordrive,-0.00696639383035782
2174,g1pre,A/RL/AL,Motordrive,0.04158603758878452
2175,g1pre,A/RL/AL,Motordrive,0.0066570724900006225
2176,g1pre,A/RL/AL,Motordrive,0.14386978075103093
2177,g1pre,A/RL/AL,Motordrive,0.12628295668799433
2178,g1pre,A/RL/AL,Motordrive,0.0643561672654912
2179,g1pre,A/RL/AL,Motordrive,0.032018123198374604
2180,g1pre,A/RL/AL,Motordrive,0.03097302184756487
2181,g1pre,A/RL/AL,Motordrive,-0.06837579319440756
2182,g1pre,A/RL/AL,Motordrive,0.2028940737666768
2183,g1pre,A/RL/AL,Motordrive,0.0717739496873044
2184,g1pre,A/RL/AL,Motordrive,0.1705590230825617
2185,g1pre,A/RL/AL,Motordrive,0.03424947674840148
2186,g1pre,A/RL/AL,Motordrive,0.023726486405939547
2187,g1pre,A/RL/AL,Motordrive,0.035530242461996174
2188,g1pre,A/RL/AL,Motordrive,-0.07748072755663725
2189,g1pre,A/RL/AL,Motordrive,0.06367967399662595
2190,g1pre,A/RL/AL,Motordrive,0.08675208367509142
2191,g1pre,A/RL/AL,Motordrive,-0.005816628158199741
2192,g1pre,A/RL/AL,Motordrive,0.034863255552991364
2193,g1pre,A/RL/AL,Motordrive,0.054769145245997033
2194,g1pre,A/RL/AL,Motordrive,-0.1589462536987522
2195,g1pre,A/RL/AL,Motordrive,0.07264941404914431
2196,g1pre,A/RL/AL,Motordrive,0.14302407923359184
2197,g1pre,A/RL/AL,Motordrive,0.12507056460643598
2198,g1pre,A/RL/AL,Motordrive,-0.04106481227723554
2199,g1pre,A/RL/AL,Motordrive,0.032459737168250236
2200,g1pre,A/RL/AL,Motordrive,-0.15635196308537766
2201,g1pre,A/RL/AL,Motordrive,0.01551444657349247
2202,g1pre,A/RL/AL,Motordrive,0.036860848093579986
2203,g1pre,A/RL/AL,Motordrive,-0.0016808644442060717
2204,g1pre,A/RL/AL,Motordrive,0.09614896337800877
2205,g1pre,A/RL/AL,Motordrive,-0.0427974423250596
2206,g1pre,A/RL/AL,Motordrive,0.0914177293015635
2207,g1pre,A/RL/AL,Motordrive,0.0200992363996476
2208,g1pre,A/RL/AL,Motordrive,-0.12525080121950988
2209,g1pre,A/RL/AL,Motordrive,-0.012116684239593058
2210,g1pre,A/RL/AL,Motordrive,0.06994092692968536
2211,g1pre,A/RL/AL,Motordrive,-0.10067598724626088
2212,g1pre,A/RL/AL,Motordrive,0.10450204085259855
2213,g1pre,A/RL/AL,Motordrive,0.03504143087813116
2214,g1pre,A/RL/AL,Motordrive,0.008380794463413953
2215,g1pre,A/RL/AL,Motordrive,-0.02180475222818187
2216,g1pre,A/RL/AL,Motordrive,0.010978141756606696
2217,g1pre,A/RL/AL,Motordrive,0.2887572715383205
2218,g1pre,A/RL/AL,Motordrive,0.15743023355914942
2219,g1pre,A/RL/AL,Motordrive,-0.022397956263097995
2220,g1pre,A/RL/AL,Motordrive,0.13607722688921214
2221,g1pre,A/RL/AL,Motordrive,-0.01999846306413053
2222,g1pre,A/RL/AL,Motordrive,0.12977813450382392
2223,g1pre,A/RL/AL,Motordrive,0.2002631819474554
2224,g1pre,A/RL/AL,Motordrive,0.06863319257326296
2225,g1pre,A/RL/AL,Motordrive,0.33343754514144625
2226,g1pre,A/RL/AL,Motordrive,0.27320572222524747
2227,g1pre,A/RL/AL,Motordrive,-0.05047369753259482
2228,g1pre,A/RL/AL,Motordrive,-0.02816729170755834
2229,g1pre,A/RL/AL,Motordrive,0.08042458168095136
2230,g1pre,A/RL/AL,Motordrive,-0.1974764161310179
2231,g1pre,A/RL/AL,Motordrive,0.043409586528720415
2232,g1pre,A/RL/AL,Motordrive,0.08953890610886454
2233,g1pre,A/RL/AL,Motordrive,0.06677712347492089
2234,g1pre,A/RL/AL,Motordrive,0.0866369842361165
2235,g1pre,A/RL/AL,Motordrive,-0.03786308986997094
2236,g1pre,A/RL/AL,Motordrive,0.04388968662095975
2237,g1pre,A/RL/AL,Motordrive,0.005944349110008322
2238,g1pre,A/RL/AL,Motordrive,0.2522438677695506
2239,g1pre,A/RL/AL,Motordrive,-0.07644565251489814
2240,g1pre,A/RL/AL,Motordrive,-0.01536627511203684
2241,g1pre,A/RL/AL,Motordrive,0.03091860930376534
2242,g1pre,A/RL/AL,Motordrive,0.09487871411884975
2243,g1pre,A/RL/AL,Motordrive,0.2909182317668311
2244,g1pre,A/RL/AL,Motordrive,-0.029062903377866225
2245,g1pre,A/RL/AL,Motordrive,0.02047368105130807
2246,g1pre,A/RL/AL,Motordrive,0.10960004693415673
2247,g1pre,A/RL/AL,Motordrive,-0.02172787481034411
2248,g1pre,A/RL/AL,Motordrive,0.23223512414764266
2249,g1pre,A/RL/AL,Motordrive,-0.04705013254340943
2250,g1pre,A/RL/AL,Motordrive,-0.0065978907204495224
2251,g1pre,A/RL/AL,Motordrive,-0.03218903835075872
2252,g1pre,A/RL/AL,Motordrive,-0.019569828044549653
2253,g1pre,A/RL/AL,Motordrive,-0.08629142460453201
2254,g1pre,A/RL/AL,Motordrive,0.030440666126167918
2255,g1pre,A/RL/AL,Motordrive,0.10825410278488756
2256,g1pre,A/RL/AL,Motordrive,0.13086453236997808
2257,g1pre,A/RL/AL,Motordrive,-0.10963089373371171
2258,g1pre,A/RL/AL,Motordrive,0.06440601512335031
2259,g1pre,A/RL/AL,Motordrive,-0.032454365654647495
2260,g1pre,A/RL/AL,Motordrive,0.07818937798909609
2261,g1pre,A/RL/AL,Motordrive,0.17320031641090314
2262,g1pre,A/RL/AL,Motordrive,-0.024424589285168243
2263,g1pre,A/RL/AL,Motordrive,0.09542706693053273
2264,g1pre,A/RL/AL,Motordrive,0.231991233096046
2265,g1pre,A/RL/AL,Motordrive,-0.09198238929798508
2266,g1pre,A/RL/AL,Motordrive,-0.06616407764666037
2267,g1pre,A/RL/AL,Motordrive,0.0167458228894375
2268,g1pre,A/RL/AL,Motordrive,0.07313352555953805
2269,g1pre,A/RL/AL,Motordrive,0.11598246707471573
2270,g1pre,A/RL/AL,Motordrive,0.019222169335259543
2271,g1pre,A/RL/AL,Motordrive,0.15731054514538384
2272,g1pre,A/RL/AL,Motordrive,0.08788497314022232
2273,g1pre,A/RL/AL,Motordrive,0.01607149636763932
2274,g1pre,A/RL/AL,Motordrive,0.013527419584330997
2275,g1pre,A/RL/AL,Motordrive,0.02911278704050063
2276,g1pre,A/RL/AL,Motordrive,0.1435068650382451
2277,g1pre,A/RL/AL,Motordrive,0.09171559552674381
2278,g1pre,A/RL/AL,Motordrive,0.0002479749170789344
2279,g1pre,A/RL/AL,Motordrive,0.1415015524704698
2280,g1pre,A/RL/AL,Motordrive,0.010125123934588389
2281,g1pre,A/RL/AL,Motordrive,0.018080406878419174
2282,g1pre,A/RL/AL,Motordrive,0.013211324822439195
2283,g1pre,A/RL/AL,Motordrive,0.1314889580740804
2284,g1pre,A/RL/AL,Motordrive,-0.021182723265926122
2285,g1pre,A/RL/AL,Motordrive,-0.0777750936648512
2286,g1pre,A/RL/AL,Motordrive,0.12765649789764322
2287,g1pre,A/RL/AL,Motordrive,-0.06707229998323691
2288,g1pre,A/RL/AL,Motordrive,0.12379880807347579
2289,g1pre,A/RL/AL,Motordrive,0.027635622820299504
2290,g1pre,A/RL/AL,Motordrive,-0.08258005886620993
2291,g1pre,A/RL/AL,Motordrive,0.09436127626593323
2292,g1pre,A/RL/AL,Motordrive,0.1005226039641609
2293,g1pre,A/RL/AL,Motordrive,0.023237036852914283
2294,g1pre,A/RL/AL,Motordrive,0.08502835827725724
2295,g1pre,A/RL/AL,Motordrive,-0.010758444623343352
2296,g1pre,A/RL/AL,Motordrive,0.002195747341111082
2297,g1pre,A/RL/AL,Motordrive,-0.07295945207598152
2298,g1pre,A/RL/AL,Motordrive,-0.1216624617779747
2299,g1pre,A/RL/AL,Motordrive,-0.007660859367474728
2300,g1pre,A/RL/AL,Motordrive,-0.07269106241144627
2301,g1pre,A/RL/AL,Motordrive,0.22725499177403094
2302,g1pre,A/RL/AL,Motordrive,0.008205745205969572
2303,g1pre,A/RL/AL,Motordrive,-0.06353428181058807
2304,g1pre,A/RL/AL,Motordrive,-0.0641361702109568
2305,g1pre,A/RL/AL,Motordrive,0.05240887929683293
2306,g1pre,A/RL/AL,Motordrive,-0.013038716436039093
2307,g1pre,A/RL/AL,Motordrive,-0.10664749026873152
2308,g1pre,A/RL/AL,Motordrive,0.11172009657779457
2309,g1pre,A/RL/AL,Motordrive,0.1129485824551455
2310,g1pre,A/RL/AL,Motordrive,-0.0031767950156010513
2311,g1pre,A/RL/AL,Motordrive,-0.012871116978269523
2312,g1pre,A/RL/AL,Motordrive,-0.08489493341850927
2313,g1pre,A/RL/AL,Motordrive,0.2783149389472305
2314,g1pre,A/RL/AL,Motordrive,0.04945183461717454
2315,g1pre,A/RL/AL,Motordrive,-0.020157052296043254
2316,g1pre,A/RL/AL,Motordrive,-0.004490677193460732
2317,g1pre,A/RL/AL,Motordrive,0.070645278312181
2318,g1pre,A/RL/AL,Motordrive,-0.02988933021200046
2319,g1pre,A/RL/AL,Motordrive,-0.11894425736558034
2320,g1pre,A/RL/AL,Motordrive,-0.0609530316681688
2321,g1pre,A/RL/AL,Motordrive,0.10449770859453299
2322,g1pre,A/RL/AL,Motordrive,0.07368105391097055
2323,g1pre,A/RL/AL,Motordrive,-0.018398621026018094
2324,g1pre,A/RL/AL,Motordrive,0.2638354897401377
2325,g1pre,A/RL/AL,Motordrive,0.025276794514147192
2326,g1pre,A/RL/AL,Motordrive,-0.013428917606257898
2327,g1pre,A/RL/AL,Motordrive,-0.1729731353948412
2328,g1pre,A/RL/AL,Motordrive,0.11444068149092114
2329,g1pre,A/RL/AL,Motordrive,-0.030461334865364575
2330,g1pre,A/RL/AL,Motordrive,-0.0446903063587191
2331,g1pre,A/RL/AL,Motordrive,0.15445211325239058
2332,g1pre,A/RL/AL,Motordrive,-0.07344129960165555
2333,g1pre,A/RL/AL,Motordrive,0.01824223021162415
2334,g1pre,A/RL/AL,Motordrive,0.1674244447806893
2335,g1pre,A/RL/AL,Motordrive,-0.03773662408618745
2336,g1pre,A/RL/AL,Motordrive,0.00879638246294007
2337,g1pre,A/RL/AL,Motordrive,0.09804623607193648
2338,g1pre,A/RL/AL,Motordrive,-0.06178644336933391
2339,g1pre,A/RL/AL,Motordrive,-0.14623249431265212
2340,g1pre,A/RL/AL,Motordrive,-0.014062088285772186
2341,g1pre,A/RL/AL,Motordrive,0.02747328370541175
2342,g1pre,A/RL/AL,Motordrive,-0.03724907091484693
2343,g1pre,A/RL/AL,Motordrive,0.010796870982432847
2344,g1pre,A/RL/AL,Motordrive,0.0085644571730436
2345,g1pre,A/RL/AL,Motordrive,0.014869760339246673
2346,g1pre,A/RL/AL,Motordrive,0.052617487045293544
2347,g1pre,A/RL/AL,Motordrive,0.05479761492753538
2348,g1pre,A/RL/AL,Motordrive,0.04028700989339373
2349,g1pre,A/RL/AL,Motordrive,0.08498573352462253
2350,g1pre,A/RL/AL,Motordrive,-0.009619092753348399
2351,g1pre,A/RL/AL,Motordrive,0.03201698309131341
2352,g1pre,A/RL/AL,Motordrive,0.004162599656064192
2353,g1pre,A/RL/AL,Motordrive,0.04026491022341298
2354,g1pre,A/RL/AL,Motordrive,0.014007468829652443
2355,g1pre,A/RL/AL,Motordrive,0.046092059211893924
2356,g1pre,A/RL/AL,Motordrive,-0.014539082477674466
2357,g1pre,A/RL/AL,Motordrive,0.03127809445414659
2358,g1pre,A/RL/AL,Motordrive,0.07626833283719084
2359,g1pre,A/RL/AL,Motordrive,0.08222098119702087
2360,g1pre,A/RL/AL,Motordrive,-0.011523996128115442
2361,g1pre,A/RL/AL,Motordrive,-0.04508414636289965
2362,g1pre,A/RL/AL,Motordrive,-0.012362477048910936
2363,g1pre,A/RL/AL,Motordrive,0.026664013666658447
2364,g1pre,A/RL/AL,Motordrive,0.03369480844356469
2365,g1pre,A/RL/AL,Motordrive,0.02106314385548371
2366,g1pre,A/RL/AL,Motordrive,0.026150419243394115
2367,g1pre,A/RL/AL,Motordrive,0.10536367645258894
2368,g1pre,A/RL/AL,Motordrive,-0.03747734605332825
2369,g1pre,A/RL/AL,Motordrive,-0.014845590707420865
2370,g1pre,A/RL/AL,Motordrive,0.13913145207737385
2371,g1pre,A/RL/AL,Motordrive,0.1373272360227143
2372,g1pre,A/RL/AL,Motordrive,0.03450950216664911
2373,g1pre,A/RL/AL,Motordrive,0.02820784693461921
2374,g1pre,A/RL/AL,Motordrive,0.1377736354029436
2375,g1pre,A/RL/AL,Motordrive,0.10507386157587963
2376,g1pre,A/RL/AL,Motordrive,-0.011880672296021284
2377,g1pre,A/RL/AL,Motordrive,0.047620584240253325
2378,g1pre,A/RL/AL,Motordrive,-0.038999965124575174
2379,g1pre,A/RL/AL,Motordrive,0.046583129907057645
2380,g1pre,A/RL/AL,Motordrive,-0.06287850057608087
2381,g1pre,A/RL/AL,Motordrive,0.0442595837240799
2382,g1pre,A/RL/AL,Motordrive,0.11325050208958665
2383,g1pre,A/RL/AL,Motordrive,0.03326818981561521
2384,g1pre,A/RL/AL,Motordrive,0.031872650840576014
2385,g1pre,A/RL/AL,Motordrive,-0.014158604557827078
2386,g1pre,A/RL/AL,Motordrive,-0.04556927376813265
2387,g1pre,A/RL/AL,Motordrive,0.014441859853826042
2388,g1pre,A/RL/AL,Motordrive,-0.040995931543074064
2389,g1pre,A/RL/AL,Motordrive,-0.04445241824915484
2390,g1pre,A/RL/AL,Motordrive,0.055822499683180156
2391,g1pre,A/RL/AL,Motordrive,0.007118188000089247
2392,g1pre,A/RL/AL,Motordrive,0.15696382877611825
2393,g1pre,A/RL/AL,Motordrive,0.009346569155197602
2394,g1pre,A/RL/AL,Motordrive,0.09588198904974451
2395,g1pre,A/RL/AL,Motordrive,0.079518032321334
2396,g1pre,A/RL/AL,Motordrive,0.012468580501964359
2397,g1pre,A/RL/AL,Motordrive,0.07294356567373513
2398,g1pre,A/RL/AL,Motordrive,-0.07184784222562894
2399,g1pre,A/RL/AL,Motordrive,0.03746220506184066
2400,g1pre,A/RL/AL,Motordrive,0.11212943813157442
2401,g1pre,A/RL/AL,Motordrive,-0.030646443510420753
2402,g1pre,A/RL/AL,Motordrive,0.08458696168148458
2403,g1pre,A/RL/AL,Motordrive,0.001280657778370445
2404,g1pre,A/RL/AL,Motordrive,-0.056757549520936826
2405,g1pre,A/RL/AL,Motordrive,0.036488164857406614
2406,g1pre,A/RL/AL,Motordrive,-0.0039744452337408835
2407,g1pre,A/RL/AL,Motordrive,0.09335685861799971
2408,g1pre,A/RL/AL,Motordrive,0.14351758779289878
2409,g1pre,A/RL/AL,Motordrive,0.163808886551612
2410,g1pre,A/RL/AL,Motordrive,0.07009855059912388
2411,g1pre,A/RL/AL,Motordrive,0.12439798083806863
2412,g1pre,A/RL/AL,Motordrive,-0.0983827635822245
2413,g1pre,A/RL/AL,Motordrive,0.05380809104665403
2414,g1pre,A/RL/AL,Motordrive,0.05220224260372337
2415,g1pre,A/RL/AL,Motordrive,0.020732206037710206
2416,g1pre,A/RL/AL,Motordrive,0.076591468633727
2417,g1pre,A/RL/AL,Motordrive,0.07609576352120018
2418,g1pre,A/RL/AL,Motordrive,0.08769720601929103
2419,g1pre,A/RL/AL,Motordrive,-0.014970040512221922
2420,g1pre,A/RL/AL,Motordrive,0.13152766252856246
2421,g1pre,A/RL/AL,Motordrive,0.06610189684186903
2422,g1pre,A/RL/AL,Motordrive,0.043346464200580165
2423,g1pre,A/RL/AL,Motordrive,0.02272736476052918
2424,g1pre,A/RL/AL,Motordrive,0.04539963408889505
2425,g1pre,A/RL/AL,Motordrive,0.04927935298210974
2426,g1pre,A/RL/AL,Motordrive,0.15875743133271522
2427,g1pre,A/RL/AL,Motordrive,-0.11687798068654212
2428,g1pre,A/RL/AL,Motordrive,0.060592595417063855
2429,g1pre,A/RL/AL,Motordrive,0.027395852398181434
2430,g1pre,A/RL/AL,Motordrive,0.09832804962562083
2431,g1pre,A/RL/AL,Motordrive,0.09330083794280956
2432,g1pre,A/RL/AL,Motordrive,0.0010348262911212091
2433,g1pre,A/RL/AL,Motordrive,0.16990676331644508
2434,g1pre,A/RL/AL,Motordrive,0.028440451547059705
2435,g1pre,A/RL/AL,Motordrive,-0.023431110612246137
2436,g1pre,A/RL/AL,Motordrive,0.013303736611576397
2437,g1pre,A/RL/AL,Motordrive,0.06772914918033125
2438,g1pre,A/RL/AL,Motordrive,0.03800084201696186
2439,g1pre,A/RL/AL,Motordrive,0.09228036949315155
2440,g1pre,A/RL/AL,Motordrive,-1.0437142349792317e-05
2441,g1pre,A/RL/AL,Motordrive,0.07913601229903526
2442,g1pre,A/RL/AL,Motordrive,0.06706115085744369
2443,g1pre,A/RL/AL,Motordrive,-0.030012186649893937
2444,g1pre,A/RL/AL,Motordrive,-0.06772675614248012
2445,g1pre,A/RL/AL,Motordrive,-0.05539712482410875
2446,g1pre,A/RL/AL,Motordrive,0.07189061736471805
2447,g1pre,A/RL/AL,Motordrive,0.06883200306762094
2448,g1pre,A/RL/AL,Motordrive,0.10908604233613103
2449,g1pre,A/RL/AL,Motordrive,-0.036313310141417234
2450,g1pre,A/RL/AL,Motordrive,0.11309053800755048
2451,g1pre,A/RL/AL,Motordrive,0.06623994343915592
2452,g1pre,A/RL/AL,Motordrive,0.125799613483028
2453,g1pre,A/RL/AL,Motordrive,0.2015156185438482
2454,g1pre,A/RL/AL,Motordrive,-0.056805025037934484
2455,g1pre,A/RL/AL,Motordrive,0.07737038667763221
2456,g1pre,A/RL/AL,Motordrive,0.04746285035332192
2457,g1pre,A/RL/AL,Motordrive,0.08106999427126234
2458,g1pre,A/RL/AL,Motordrive,0.0681379434552825
2459,g1pre,A/RL/AL,Motordrive,0.13036291811574177
2460,g1pre,A/RL/AL,Motordrive,-0.0074727082878829
2461,g1pre,A/RL/AL,Motordrive,0.1804416149070925
2462,g1pre,A/RL/AL,Motordrive,0.08438694667081256
2463,g1pre,A/RL/AL,Motordrive,0.05209770425878401
2464,g1pre,A/RL/AL,Motordrive,-0.05075535485768436
2465,g1pre,A/RL/AL,Motordrive,0.046063710721072654
2466,g1pre,A/RL/AL,Motordrive,0.08228503250590502
2467,g1pre,A/RL/AL,Motordrive,0.12682636564939415
2468,g1pre,A/RL/AL,Motordrive,0.07222061010342079
2469,g1pre,A/RL/AL,Motordrive,0.0752212003804371
2470,g1pre,A/RL/AL,Motordrive,0.14026134913320867
2471,g1pre,A/RL/AL,Motordrive,0.1882511715013502
2472,g1pre,A/RL/AL,Motordrive,-0.03467490486219187
2473,g1pre,A/RL/AL,Motordrive,0.07535761226090733
2474,g1pre,A/RL/AL,Motordrive,0.07145940919189814
2475,g1pre,A/RL/AL,Motordrive,0.02050229761646929
2476,g1pre,A/RL/AL,Motordrive,0.17481073107536718
2477,g1pre,A/RL/AL,Motordrive,0.07084719617135425
2478,g1pre,A/RL/AL,Motordrive,0.040691187462837175
2479,g1pre,A/RL/AL,Motordrive,0.07050744002414285
2480,g1pre,A/RL/AL,Motordrive,0.08597468329060931
2481,g1pre,A/RL/AL,Motordrive,0.08783576883235743
2482,g1pre,A/RL/AL,Motordrive,0.19672336612626795
2483,g1pre,A/RL/AL,Motordrive,-0.07567740847064358
2484,g1pre,A/RL/AL,Motordrive,0.08661950875893794
2485,g1pre,A/RL/AL,Motordrive,-0.007450157486382584
2486,g1pre,A/RL/AL,Motordrive,0.015932869255768402
2487,g1pre,A/RL/AL,Motordrive,0.06574308645109392
2488,g1pre,A/RL/AL,Motordrive,0.04082876940024785
2489,g1pre,A/RL/AL,Motordrive,0.14184856712818705
2490,g1pre,A/RL/AL,Motordrive,0.04855836117266143
2491,g1pre,A/RL/AL,Motordrive,0.0503075305996499
2492,g1pre,A/RL/AL,Motordrive,0.06271959776025414
2493,g1pre,A/RL/AL,Motordrive,0.07818994559169927
2494,g1pre,A/RL/AL,Motordrive,0.046025995238218584
2495,g1pre,A/RL/AL,Motordrive,0.13066918820211834
2496,g1pre,A/RL/AL,Motordrive,-0.0659984899768302
2497,g1pre,A/RL/AL,Motordrive,0.04760698166849369
2498,g1pre,A/RL/AL,Motordrive,-0.02619493599281127
2499,g1pre,A/RL/AL,Motordrive,0.050361050877531184
2500,g1pre,A/RL/AL,Motordrive,-0.06435026654489702
2501,g1pre,A/RL/AL,Motordrive,0.028344709065363835
2502,g1pre,A/RL/AL,Motordrive,-0.033624176858198226
2503,g1pre,A/RL/AL,Motordrive,-0.07227106911273971
2504,g1pre,A/RL/AL,Motordrive,0.12357815141765632
2505,g1pre,A/RL/AL,Motordrive,-0.021763333571429434
2506,g1pre,A/RL/AL,Motordrive,0.016074238395040658
2507,g1pre,A/RL/AL,Motordrive,0.11715816031534598
2508,g1pre,A/RL/AL,Motordrive,-0.027440457773026082
2509,g1pre,A/RL/AL,Motordrive,-0.007203796891609951
2510,g1pre,A/RL/AL,Motordrive,-0.10513107080333625
2511,g1pre,A/RL/AL,Motordrive,-0.13861364506878554
2512,g1pre,A/RL/AL,Motordrive,0.02754012478091017
2513,g1pre,A/RL/AL,Motordrive,0.027304080701430086
2514,g1pre,A/RL/AL,Motordrive,-0.11696837151912051
2515,g1pre,A/RL/AL,Motordrive,-0.0010718229114415694
2516,g1pre,A/RL/AL,Motordrive,-0.018442396989017965
2517,g1pre,A/RL/AL,Motordrive,-0.04420089553974717
2518,g1pre,A/RL/AL,Motordrive,0.10873892541459974
2519,g1pre,A/RL/AL,Motordrive,0.017194438743520595
2520,g1pre,A/RL/AL,Motordrive,0.06983126326462849
2521,g1pre,A/RL/AL,Motordrive,0.14309407072925623
2522,g1pre,A/RL/AL,Motordrive,0.06137580984277458
2523,g1pre,A/RL/AL,Motordrive,0.059980434635000635
2524,g1pre,A/RL/AL,Motordrive,0.015982643937795006
2525,g1pre,A/RL/AL,Motordrive,0.017667125938345265
2526,g1pre,A/RL/AL,Motordrive,0.20504305620260632
2527,g1pre,A/RL/AL,Motordrive,-0.02774782666843232
2528,g1pre,A/RL/AL,Motordrive,-0.016991293134181015
2529,g1pre,A/RL/AL,Motordrive,0.007005989244702486
2530,g1pre,A/RL/AL,Motordrive,-0.021743779573635116
2531,g1pre,A/RL/AL,Motordrive,0.04538315662553768
2532,g1pre,A/RL/AL,Motordrive,0.05977112923553707
2533,g1pre,A/RL/AL,Motordrive,-0.010242280899345238
2534,g1pre,A/RL/AL,Motordrive,0.11549186972765334
2535,g1pre,A/RL/AL,Motordrive,0.0858925896602565
2536,g1pre,A/RL/AL,Motordrive,0.0038521999682825728
2537,g1pre,A/RL/AL,Motordrive,-0.0162987843809691
2538,g1pre,A/RL/AL,Motordrive,0.21477156751374515
2539,g1pre,A/RL/AL,Motordrive,0.15413333609240748
2540,g1pre,A/RL/AL,Motordrive,-0.11338218236659936
2541,g1pre,A/RL/AL,Motordrive,0.16566189545950274
2542,g1pre,A/RL/AL,Motordrive,-0.0027260163794736282
2543,g1pre,A/RL/AL,Motordrive,-0.06015733977925075
2544,g1pre,A/RL/AL,Motordrive,0.010970571718876292
2545,g1pre,A/RL/AL,Motordrive,0.029604873036580562
2546,g1pre,A/RL/AL,Motordrive,-0.017788267585975463
2547,g1pre,A/RL/AL,Motordrive,0.03039262367536257
2548,g1pre,A/RL/AL,Motordrive,-0.11782401848132393
2549,g1pre,A/RL/AL,Motordrive,0.15221281016827667
2550,g1pre,A/RL/AL,Motordrive,-0.1694406703480937
2551,g1pre,A/RL/AL,Motordrive,0.1269924313096131
2552,g1pre,A/RL/AL,Motordrive,0.1760188022652344
2553,g1pre,A/RL/AL,Motordrive,0.20607076384171027
2554,g1pre,A/RL/AL,Motordrive,0.3947871748967457
2555,g1pre,A/RL/AL,Motordrive,0.021744335826564
2556,g1pre,A/RL/AL,Motordrive,0.4044687823210145
2557,g1pre,A/RL/AL,Motordrive,0.037709007050368115
2558,g1pre,A/RL/AL,Motordrive,-0.011049772551955791
2559,g1pre,A/RL/AL,Motordrive,0.10103170934916818
2560,g1pre,A/RL/AL,Motordrive,-0.1640759184293175
