,Group,Region,Predictor,FR
4062,g2pre,V1,Motordrive,0.04355917994488499
4063,g2pre,V1,Motordrive,0.12765871494516182
4064,g2pre,V1,Motordrive,0.04031228295764721
4065,g2pre,V1,Motordrive,0.03628698169652183
4066,g2pre,V1,Motordrive,0.15758760158623064
4067,g2pre,V1,Motordrive,0.03400671921267267
4068,g2pre,V1,Motordrive,0.2069281526742379
4069,g2pre,V1,Motordrive,0.13294967138469857
4070,g2pre,V1,Motordrive,0.23581043590952527
4071,g2pre,V1,Motordrive,-0.016401708500687454
4072,g2pre,V1,Motordrive,0.053916792091545054
4073,g2pre,V1,Motordrive,0.06492093105564256
4074,g2pre,V1,Motordrive,0.10366931466858884
4075,g2pre,V1,Motordrive,0.055541518445675196
4076,g2pre,V1,Motordrive,0.11399246620047811
4077,g2pre,V1,Motordrive,0.11669389990365116
4078,g2pre,V1,Motordrive,0.12280801394769851
4079,g2pre,V1,Motordrive,0.01637105570198498
4080,g2pre,V1,Motordrive,0.03759847747825468
4081,g2pre,V1,Motordrive,0.12474365896904002
4082,g2pre,V1,Motordrive,0.12109490462177944
4083,g2pre,V1,Motordrive,0.053104781212746165
4084,g2pre,V1,Motordrive,-0.007811923007325921
4085,g2pre,V1,Motordrive,0.16413143068938751
4086,g2pre,V1,Motordrive,0.025168441536908937
4087,g2pre,V1,Motordrive,0.10176312489146105
4088,g2pre,V1,Motordrive,0.025696553684011716
4089,g2pre,V1,Motordrive,0.06551056715275515
4090,g2pre,V1,Motordrive,-0.009167104418894071
4091,g2pre,V1,Motordrive,0.09360495000697296
4092,g2pre,V1,Motordrive,0.12462678606401488
4093,g2pre,V1,Motordrive,0.050632937278345266
4094,g2pre,V1,Motordrive,0.0117281196866886
4095,g2pre,V1,Motordrive,0.022437629812407066
4096,g2pre,V1,Motordrive,-0.038155656861067484
4097,g2pre,V1,Motordrive,0.07161541867336756
4098,g2pre,V1,Motordrive,0.0661883451792576
4099,g2pre,V1,Motordrive,0.10644456144326656
4100,g2pre,V1,Motordrive,0.12192696572723327
4101,g2pre,V1,Motordrive,0.11010640158591643
4102,g2pre,V1,Motordrive,0.1247252947139697
4103,g2pre,V1,Motordrive,0.09152858966405703
4104,g2pre,V1,Motordrive,0.08980868179407892
4105,g2pre,V1,Motordrive,0.06414282415876174
4106,g2pre,V1,Motordrive,0.05451636617233126
4107,g2pre,V1,Motordrive,0.09209605315417671
4108,g2pre,V1,Motordrive,0.17153839127193019
4109,g2pre,V1,Motordrive,0.1567131448268037
4110,g2pre,V1,Motordrive,0.052743548749521696
4111,g2pre,V1,Motordrive,0.03568631533952562
4112,g2pre,V1,Motordrive,0.034248773199609006
4113,g2pre,V1,Motordrive,0.03198501427666748
4114,g2pre,V1,Motordrive,-0.026615132488583354
4115,g2pre,V1,Motordrive,0.1983781977029778
4116,g2pre,V1,Motordrive,-0.0006132553087700311
4117,g2pre,V1,Motordrive,0.08805238189309142
4118,g2pre,V1,Motordrive,0.046132439405267046
4119,g2pre,V1,Motordrive,0.06222067564536229
4120,g2pre,V1,Motordrive,0.1278308049098247
4121,g2pre,V1,Motordrive,0.03467027352758728
4122,g2pre,V1,Motordrive,0.09635025730445396
4123,g2pre,V1,Motordrive,0.051389665146504865
4124,g2pre,V1,Motordrive,0.048146934750305945
4125,g2pre,V1,Motordrive,0.05518078777960665
4126,g2pre,V1,Motordrive,0.10080046105085051
4127,g2pre,V1,Motordrive,0.041659411456217876
4128,g2pre,V1,Motordrive,0.054676166484780256
4129,g2pre,V1,Motordrive,0.08237897819047171
4130,g2pre,V1,Motordrive,-0.0015274538776163724
4131,g2pre,V1,Motordrive,0.04467696184813657
4132,g2pre,V1,Motordrive,0.12652630266812065
4133,g2pre,V1,Motordrive,0.10038412054404972
4134,g2pre,V1,Motordrive,0.06435048560886794
4135,g2pre,V1,Motordrive,0.03582998506497609
4136,g2pre,V1,Motordrive,0.023964538413713734
4137,g2pre,V1,Motordrive,0.012414515933469912
4138,g2pre,V1,Motordrive,0.07538957357446684
4139,g2pre,V1,Motordrive,0.06788466984269621
4140,g2pre,V1,Motordrive,-0.0041857072041541115
4141,g2pre,V1,Motordrive,0.0506463032439958
4142,g2pre,V1,Motordrive,0.05605775478492981
4143,g2pre,V1,Motordrive,0.017759571086481293
4144,g2pre,V1,Motordrive,0.012625105552409633
4145,g2pre,V1,Motordrive,0.1568962249534963
4146,g2pre,V1,Motordrive,0.04054808907682222
4147,g2pre,V1,Motordrive,-0.04026750722391582
4148,g2pre,V1,Motordrive,0.080757067802013
4149,g2pre,V1,Motordrive,0.2450442959981268
4150,g2pre,V1,Motordrive,-0.018604742654507102
4151,g2pre,V1,Motordrive,0.032037647687526774
4152,g2pre,V1,Motordrive,0.03145560355769322
4153,g2pre,V1,Motordrive,-0.022230224043704564
4154,g2pre,V1,Motordrive,0.04805009255558238
4155,g2pre,V1,Motordrive,0.058334631967444386
4156,g2pre,V1,Motordrive,0.09966328850877114
4157,g2pre,V1,Motordrive,0.18479831810111733
4158,g2pre,V1,Motordrive,0.11901604324824518
4159,g2pre,V1,Motordrive,0.15310593494592364
4160,g2pre,V1,Motordrive,0.10928315979034407
4161,g2pre,V1,Motordrive,0.006091469419714176
4162,g2pre,V1,Motordrive,0.07455219428692218
4163,g2pre,V1,Motordrive,-0.009272497975872734
4164,g2pre,V1,Motordrive,-0.046159163941679654
4165,g2pre,V1,Motordrive,-0.041939895418403914
4166,g2pre,V1,Motordrive,-0.024787382815033475
4167,g2pre,V1,Motordrive,0.25509831282344064
4168,g2pre,V1,Motordrive,0.03814596563241816
4169,g2pre,V1,Motordrive,0.10736061273941938
4170,g2pre,V1,Motordrive,0.0970072363276777
4171,g2pre,V1,Motordrive,0.07344527858703799
4172,g2pre,V1,Motordrive,0.1944234100334511
4173,g2pre,V1,Motordrive,0.2058684180082184
4174,g2pre,V1,Motordrive,0.08436864087439681
4175,g2pre,V1,Motordrive,0.022615357485857614
4176,g2pre,V1,Motordrive,0.01850694182425727
4177,g2pre,V1,Motordrive,0.21286479228723706
4178,g2pre,V1,Motordrive,0.22795655251951719
4179,g2pre,V1,Motordrive,0.10371605976070052
4180,g2pre,V1,Motordrive,0.008573070916482791
4181,g2pre,V1,Motordrive,-0.07305805210617729
4182,g2pre,V1,Motordrive,0.013735840915739428
4183,g2pre,V1,Motordrive,0.00033089352106330656
4184,g2pre,V1,Motordrive,-0.09084345492978851
4185,g2pre,V1,Motordrive,0.08779524606619349
4186,g2pre,V1,Motordrive,0.17881876037482414
4187,g2pre,V1,Motordrive,0.00800238225333305
4188,g2pre,V1,Motordrive,-0.01071485806909318
4189,g2pre,V1,Motordrive,-0.01033555878669806
4190,g2pre,V1,Motordrive,-0.07665026954663326
4191,g2pre,V1,Motordrive,0.05686206747083028
4192,g2pre,V1,Motordrive,0.0788819504153251
4193,g2pre,V1,Motordrive,-0.0719906363243962
4194,g2pre,V1,Motordrive,0.13027894908242535
4195,g2pre,V1,Motordrive,0.0672283294655333
4196,g2pre,V1,Motordrive,0.033218878591292994
4197,g2pre,V1,Motordrive,-0.03443524463033578
4198,g2pre,V1,Motordrive,-0.031079660882848872
4199,g2pre,V1,Motordrive,0.030556208529408473
4200,g2pre,V1,Motordrive,-0.02509239257140908
4201,g2pre,V1,Motordrive,-0.03532954714812397
4202,g2pre,V1,Motordrive,-0.03601984995743934
4203,g2pre,V1,Motordrive,-0.06844140978437266
4204,g2pre,V1,Motordrive,0.04018017822903497
4205,g2pre,V1,Motordrive,0.09677330646604526
4206,g2pre,V1,Motordrive,0.020286362778199975
4207,g2pre,V1,Motordrive,0.07825636991942053
4208,g2pre,V1,Motordrive,0.11661502685831746
4209,g2pre,V1,Motordrive,0.3016475092063939
4210,g2pre,V1,Motordrive,0.15618633587163538
4211,g2pre,V1,Motordrive,0.2065276488987557
4212,g2pre,V1,Motordrive,-0.03066144787966037
4213,g2pre,V1,Motordrive,0.0107192045962711
4214,g2pre,V1,Motordrive,-0.007732060954658956
4215,g2pre,V1,Motordrive,0.01821070134222887
4216,g2pre,V1,Motordrive,-0.0052081152566603815
4217,g2pre,V1,Motordrive,0.11227909002749162
4218,g2pre,V1,Motordrive,-0.011990259729333593
4219,g2pre,V1,Motordrive,0.060336853788862985
4220,g2pre,V1,Motordrive,0.21330249057453135
4221,g2pre,V1,Motordrive,0.10165720565080559
4222,g2pre,V1,Motordrive,0.021337868575477467
4223,g2pre,V1,Motordrive,0.08569140003332107
4224,g2pre,V1,Motordrive,-0.04077895102639223
4225,g2pre,V1,Motordrive,0.0577908846100155
4226,g2pre,V1,Motordrive,0.026129326734190956
4227,g2pre,V1,Motordrive,0.12353281158293626
4228,g2pre,V1,Motordrive,-0.05659080301129846
4229,g2pre,V1,Motordrive,0.04294959168614958
4230,g2pre,V1,Motordrive,0.03909001610163527
4231,g2pre,V1,Motordrive,0.21678302123404222
4232,g2pre,V1,Motordrive,0.20435705626940653
4233,g2pre,V1,Motordrive,0.006555489179660485
4234,g2pre,V1,Motordrive,0.04628011997545508
4235,g2pre,V1,Motordrive,-0.005551625859741469
4236,g2pre,V1,Motordrive,-0.09523863743716696
4237,g2pre,V1,Motordrive,0.13299655833701338
4238,g2pre,V1,Motordrive,0.10882696809486553
4239,g2pre,V1,Motordrive,0.32267880901453866
4240,g2pre,V1,Motordrive,0.13128023013735154
4241,g2pre,V1,Motordrive,0.04353863783901279
4242,g2pre,V1,Motordrive,-0.00217202239576749
4243,g2pre,V1,Motordrive,0.11009648845820441
4244,g2pre,V1,Motordrive,0.042035662671166533
4245,g2pre,V1,Motordrive,0.007278701191138238
4246,g2pre,V1,Motordrive,-0.01868957065226474
4247,g2pre,V1,Motordrive,0.07129018536954414
4248,g2pre,V1,Motordrive,0.16915651974885357
4249,g2pre,V1,Motordrive,0.12654047070264277
4250,g2pre,V1,Motordrive,0.059393023112369235
4251,g2pre,V1,Motordrive,0.4699267583813996
4252,g2pre,V1,Motordrive,0.041174708235005866
4253,g2pre,V1,Motordrive,-0.0017190424823836372
4254,g2pre,V1,Motordrive,0.04205877977247451
4255,g2pre,V1,Motordrive,0.19553352186483555
4256,g2pre,V1,Motordrive,0.06948458970235895
4257,g2pre,V1,Motordrive,0.18729225059347906
4258,g2pre,V1,Motordrive,-0.014807529854327721
4259,g2pre,V1,Motordrive,0.11766042115436039
4260,g2pre,V1,Motordrive,-0.032471668037103614
4261,g2pre,V1,Motordrive,-0.11917352157310795
4262,g2pre,V1,Motordrive,-0.014324927065418604
4263,g2pre,V1,Motordrive,0.06907012950621019
4264,g2pre,V1,Motordrive,0.12034813725635662
4265,g2pre,V1,Motordrive,0.02992332143455204
4266,g2pre,V1,Motordrive,-0.06455241261861999
4267,g2pre,V1,Motordrive,-0.01582301722108356
4268,g2pre,V1,Motordrive,0.0608197328394582
4269,g2pre,V1,Motordrive,0.1873456544940046
4270,g2pre,V1,Motordrive,-0.06723671626255674
4271,g2pre,V1,Motordrive,0.20022682401925485
4272,g2pre,V1,Motordrive,0.18103278881483736
4273,g2pre,V1,Motordrive,-0.04397124666906614
4274,g2pre,V1,Motordrive,0.17874338296649822
4275,g2pre,V1,Motordrive,-0.008490825558878616
4276,g2pre,V1,Motordrive,-0.032419548652322626
4277,g2pre,V1,Motordrive,0.10376423831740689
4278,g2pre,V1,Motordrive,0.005574550225866607
4279,g2pre,V1,Motordrive,-0.019231822064788538
4280,g2pre,V1,Motordrive,-0.04540894490391345
4281,g2pre,V1,Motordrive,0.09683321757947924
4282,g2pre,V1,Motordrive,-0.0728639661562889
4283,g2pre,V1,Motordrive,-0.08342567537960663
4284,g2pre,V1,Motordrive,0.23878923415283645
4285,g2pre,V1,Motordrive,0.38663789852406755
4286,g2pre,V1,Motordrive,0.5329146984344371
4287,g2pre,V1,Motordrive,0.3655778375600911
4288,g2pre,V1,Motordrive,0.030309282753092026
4289,g2pre,V1,Motordrive,-0.07041462834182581
4290,g2pre,V1,Motordrive,-0.09390265485845438
4291,g2pre,V1,Motordrive,0.12436818958087635
4292,g2pre,V1,Motordrive,0.3825001310641586
4293,g2pre,V1,Motordrive,-0.05498312696496092
4294,g2pre,V1,Motordrive,0.40707507164652973
4295,g2pre,V1,Motordrive,-0.09728125117899199
4296,g2pre,V1,Motordrive,0.12733760442470657
4297,g2pre,V1,Motordrive,0.21366112604593676
4298,g2pre,V1,Motordrive,0.4492386392559364
4299,g2pre,V1,Motordrive,0.23185379363245318
4300,g2pre,V1,Motordrive,0.08238238025375344
4301,g2pre,V1,Motordrive,0.26263508720711176
4302,g2pre,V1,Motordrive,0.2964008361956173
4303,g2pre,V1,Motordrive,0.37259186679415934
4304,g2pre,V1,Motordrive,-0.04593271796907962
4305,g2pre,V1,Motordrive,0.30833077777491713
4306,g2pre,V1,Motordrive,-0.2570419729941645
4307,g2pre,V1,Motordrive,-0.03720574767367056
4308,g2pre,V1,Motordrive,-0.09885268874124882
4309,g2pre,V1,Motordrive,0.3262526308299387
4310,g2pre,V1,Motordrive,-0.12226049630369265
4311,g2pre,V1,Motordrive,-0.16571021964886581
4312,g2pre,V1,Motordrive,0.04147884390373309
4313,g2pre,V1,Motordrive,0.06562199156512545
4314,g2pre,V1,Motordrive,0.2830109632874219
4315,g2pre,V1,Motordrive,-0.10858746443331939
4316,g2pre,V1,Motordrive,-0.020361088315302873
4317,g2pre,V1,Motordrive,-0.10152737127800121
4318,g2pre,V1,Motordrive,-0.19181490111321534
4319,g2pre,V1,Motordrive,0.10259867571018781
4320,g2pre,V1,Motordrive,0.032879286821688426
4321,g2pre,V1,Motordrive,-0.08177571041671156
4322,g2pre,V1,Motordrive,-0.043251490886631695
4323,g2pre,V1,Motordrive,0.33130064245128943
4324,g2pre,V1,Motordrive,0.02883600980036758
4325,g2pre,V1,Motordrive,0.12254227402611571
4326,g2pre,V1,Motordrive,-0.08499605413299507
4327,g2pre,V1,Motordrive,0.06813359012745239
4328,g2pre,V1,Motordrive,-0.040415937091905066
4329,g2pre,V1,Motordrive,-0.10275769148674513
4330,g2pre,V1,Motordrive,-0.03373531850704104
4331,g2pre,V1,Motordrive,-0.1198907990168927
4332,g2pre,V1,Motordrive,-0.11437009717967991
4333,g2pre,V1,Motordrive,0.18519674780773715
4334,g2pre,V1,Motordrive,0.03595845284034819
4335,g2pre,V1,Motordrive,0.3142015456990996
4336,g2pre,V1,Motordrive,-0.09199136482456506
4337,g2pre,V1,Motordrive,-0.0060287730997705445
4338,g2pre,V1,Motordrive,0.12062883995740759
4339,g2pre,V1,Motordrive,0.05956916605429011
4340,g2pre,V1,Motordrive,-0.09127488788171424
4341,g2pre,V1,Motordrive,-0.06892664213698291
4342,g2pre,V1,Motordrive,0.11735546896897117
4343,g2pre,V1,Motordrive,0.05694850651654326
4344,g2pre,V1,Motordrive,0.250447734068949
4345,g2pre,V1,Motordrive,0.09645895479094675
4346,g2pre,V1,Motordrive,-0.0022055021934550773
4347,g2pre,V1,Motordrive,0.22421218304367546
4348,g2pre,V1,Motordrive,0.15865840181527432
4349,g2pre,V1,Motordrive,-0.12958993933156446
4350,g2pre,V1,Motordrive,-0.07041309455939254
4351,g2pre,V1,Motordrive,0.045996699876126604
4352,g2pre,V1,Motordrive,-0.03051858331650386
4353,g2pre,V1,Motordrive,-0.09842018113150526
4354,g2pre,V1,Motordrive,0.060141009208645374
4355,g2pre,V1,Motordrive,0.1309675688349298
4356,g2pre,V1,Motordrive,-0.00043409602420409855
4357,g2pre,V1,Motordrive,-0.019023454269812577
4358,g2pre,V1,Motordrive,0.20612890283949215
4359,g2pre,V1,Motordrive,0.15660764044014774
4360,g2pre,V1,Motordrive,0.03995438108688229
4361,g2pre,V1,Motordrive,-0.05979633957857619
4362,g2pre,V1,Motordrive,0.0353308035662874
4363,g2pre,V1,Motordrive,-0.12097466819309775
4364,g2pre,V1,Motordrive,-0.08748289756746411
4365,g2pre,V1,Motordrive,0.4317271518333762
4366,g2pre,V1,Motordrive,0.02736904974561296
4367,g2pre,V1,Motordrive,0.08977114033543232
4368,g2pre,V1,Motordrive,0.18478484150296406
4369,g2pre,V1,Motordrive,-0.07034357877684608
4370,g2pre,V1,Motordrive,0.12857495249166945
4371,g2pre,V1,Motordrive,-0.05541932222092652
4372,g2pre,V1,Motordrive,0.396686805540625
4373,g2pre,V1,Motordrive,0.10771067261437484
4374,g2pre,V1,Motordrive,-0.12854724245703228
4375,g2pre,V1,Motordrive,-0.031510929539653315
4376,g2pre,V1,Motordrive,-0.06435654386407476
4377,g2pre,V1,Motordrive,0.052485185541442846
4378,g2pre,V1,Motordrive,-0.017560838353562418
4379,g2pre,V1,Motordrive,0.23074552236110016
4380,g2pre,V1,Motordrive,0.022207700477332053
4381,g2pre,V1,Motordrive,0.1674226848180763
4382,g2pre,V1,Motordrive,0.13806947838011419
4383,g2pre,V1,Motordrive,-0.01094254209172778
4384,g2pre,V1,Motordrive,0.24216283267812758
4385,g2pre,V1,Motordrive,0.15037080917156873
4386,g2pre,V1,Motordrive,-0.1242719547692166
4387,g2pre,V1,Motordrive,0.12215868237109895
4388,g2pre,V1,Motordrive,-0.02397942594159611
4389,g2pre,V1,Motordrive,0.09315829877173075
4390,g2pre,V1,Motordrive,-0.006836200043874258
4391,g2pre,V1,Motordrive,-0.017288816946675736
4392,g2pre,V1,Motordrive,-0.02802309488074634
4393,g2pre,V1,Motordrive,-0.079272954506123
4394,g2pre,V1,Motordrive,-0.062372315406929196
4395,g2pre,V1,Motordrive,0.18755523274999647
4396,g2pre,V1,Motordrive,0.23439193345352521
4397,g2pre,V1,Motordrive,0.2039849061966089
4398,g2pre,V1,Motordrive,0.36142623533727514
4399,g2pre,V1,Motordrive,-0.05441201342370307
4400,g2pre,V1,Motordrive,0.061918402016799164
4401,g2pre,V1,Motordrive,-0.07360623094680205
4402,g2pre,V1,Motordrive,-0.009563609058028433
4403,g2pre,V1,Motordrive,0.08230911094898925
4404,g2pre,V1,Motordrive,0.13102971232061564
4405,g2pre,V1,Motordrive,-0.041756623952822876
4406,g2pre,V1,Motordrive,-0.05507073679801832
4407,g2pre,V1,Motordrive,-0.06443899277216425
4408,g2pre,V1,Motordrive,-0.1536225468789698
4409,g2pre,V1,Motordrive,-0.018049081343396757
4410,g2pre,V1,Motordrive,0.3573046217145301
4411,g2pre,V1,Motordrive,0.001126041585784689
4412,g2pre,V1,Motordrive,-0.003331193021169113
4413,g2pre,V1,Motordrive,0.05250019186231491
4414,g2pre,V1,Motordrive,-0.02725228508068204
4415,g2pre,V1,Motordrive,-0.12974309947666107
4416,g2pre,V1,Motordrive,0.38778845487353547
4417,g2pre,V1,Motordrive,0.10868897690229996
4418,g2pre,V1,Motordrive,-0.05849550366903127
4419,g2pre,V1,Motordrive,-0.021076849608210456
4420,g2pre,V1,Motordrive,-0.032573399159940904
4421,g2pre,V1,Motordrive,0.10436230414304527
4422,g2pre,V1,Motordrive,-0.034563548009985845
4423,g2pre,V1,Motordrive,-0.09255724897006173
4424,g2pre,V1,Motordrive,0.31060112349173685
4425,g2pre,V1,Motordrive,0.23620728917329437
4426,g2pre,V1,Motordrive,0.00730206581539846
4427,g2pre,V1,Motordrive,0.06366104326562463
4428,g2pre,V1,Motordrive,0.33712791435471023
4429,g2pre,V1,Motordrive,-0.12953409854184622
4430,g2pre,V1,Motordrive,0.019709792567755263
4431,g2pre,V1,Motordrive,-0.04684514949632894
4432,g2pre,V1,Motordrive,-0.030251298546408147
4433,g2pre,V1,Motordrive,-0.06105156825804104
4434,g2pre,V1,Motordrive,-0.004955062512921598
4435,g2pre,V1,Motordrive,0.15167939609167572
4436,g2pre,V1,Motordrive,-0.20119919081194862
4437,g2pre,V1,Motordrive,0.31826197956969376
4438,g2pre,V1,Motordrive,0.03658349974702192
4439,g2pre,V1,Motordrive,0.23867040618777915
4440,g2pre,V1,Motordrive,0.3337636126958611
4441,g2pre,V1,Motordrive,0.031083006036572842
4442,g2pre,V1,Motordrive,0.1027727018102544
4443,g2pre,V1,Motordrive,0.28631245180098386
4444,g2pre,V1,Motordrive,0.29690407955786724
4445,g2pre,V1,Motordrive,0.21144790412013986
4446,g2pre,V1,Motordrive,0.24102989344784315
4447,g2pre,V1,Motordrive,0.07346468329331103
4448,g2pre,V1,Motordrive,0.18181863984298458
4449,g2pre,V1,Motordrive,0.007669977364546429
4450,g2pre,V1,Motordrive,0.055096233502314906
4451,g2pre,V1,Motordrive,0.26477205434477574
4452,g2pre,V1,Motordrive,0.08666410263450008
4453,g2pre,V1,Motordrive,0.10198380150734639
4454,g2pre,V1,Motordrive,0.014605488632260702
4455,g2pre,V1,Motordrive,0.17691139580237075
4456,g2pre,V1,Motordrive,0.2880804294901471
4457,g2pre,V1,Motordrive,0.10707705046535752
4458,g2pre,V1,Motordrive,0.0028313354838010946
4459,g2pre,V1,Motordrive,-0.0322861346987902
4460,g2pre,V1,Motordrive,0.024788681609070433
4461,g2pre,V1,Motordrive,0.36766144052240823
4462,g2pre,V1,Motordrive,0.03243769716286307
4463,g2pre,V1,Motordrive,0.3158375287139329
4464,g2pre,V1,Motordrive,-0.18693066819055076
4465,g2pre,V1,Motordrive,0.3835641748777783
4466,g2pre,V1,Motordrive,0.428953948438018
4467,g2pre,V1,Motordrive,0.003253303054318466
4468,g2pre,V1,Motordrive,0.059015336229148355
4469,g2pre,V1,Motordrive,0.06554752492790224
4470,g2pre,V1,Motordrive,0.3172949731774348
4471,g2pre,V1,Motordrive,0.3397655361343182
4472,g2pre,V1,Motordrive,0.1516432578227264
4473,g2pre,V1,Motordrive,0.13138627538179598
4474,g2pre,V1,Motordrive,-0.04870201817769747
4475,g2pre,V1,Motordrive,0.29538461286597123
4476,g2pre,V1,Motordrive,0.035066988269962476
4477,g2pre,V1,Motordrive,0.0057447596889176125
4478,g2pre,V1,Motordrive,0.1535264020337866
4479,g2pre,V1,Motordrive,0.11629813483911834
4480,g2pre,V1,Motordrive,0.10999929015857547
4481,g2pre,V1,Motordrive,0.340342328764119
4482,g2pre,V1,Motordrive,0.3602309508716474
4483,g2pre,V1,Motordrive,0.41639898606809844
4484,g2pre,V1,Motordrive,0.2895169939430081
4485,g2pre,V1,Motordrive,0.14666241509954486
4486,g2pre,V1,Motordrive,-0.10028778309238753
4487,g2pre,V1,Motordrive,0.3958667818028584
4488,g2pre,V1,Motordrive,0.059306648888526416
4489,g2pre,V1,Motordrive,-0.003244089943448809
4490,g2pre,V1,Motordrive,-0.0031560515188545084
4491,g2pre,V1,Motordrive,0.057068276096731416
4492,g2pre,V1,Motordrive,0.12411717157043572
4493,g2pre,V1,Motordrive,0.06497479804870016
4494,g2pre,V1,Motordrive,0.13363355697376691
4495,g2pre,V1,Motordrive,0.002212168691265438
4496,g2pre,V1,Motordrive,0.025166508506061024
4497,g2pre,V1,Motordrive,0.03553666982023784
4498,g2pre,V1,Motordrive,0.029622708244516086
4499,g2pre,V1,Motordrive,0.08305715712025087
4500,g2pre,V1,Motordrive,0.005356181610043071
4501,g2pre,V1,Motordrive,0.012295656734012329
4502,g2pre,V1,Motordrive,0.07810921872256917
4503,g2pre,V1,Motordrive,0.09414796846667561
4504,g2pre,V1,Motordrive,0.08252738056446283
4505,g2pre,V1,Motordrive,0.06999511049416228
4506,g2pre,V1,Motordrive,-0.04599376451899993
4507,g2pre,V1,Motordrive,0.08741040272682321
4508,g2pre,V1,Motordrive,0.04863043141081941
4509,g2pre,V1,Motordrive,0.12340925620782435
4510,g2pre,V1,Motordrive,0.13200991435146034
4511,g2pre,V1,Motordrive,0.05209669101238327
4512,g2pre,V1,Motordrive,0.020003680938681635
4513,g2pre,V1,Motordrive,0.21490144552098656
4514,g2pre,V1,Motordrive,0.1277893291309151
4515,g2pre,V1,Motordrive,0.026069892993678925
4516,g2pre,V1,Motordrive,0.009255455814172269
4517,g2pre,V1,Motordrive,0.06300253521534868
4518,g2pre,V1,Motordrive,0.1549086014957518
4519,g2pre,V1,Motordrive,0.018922192017165183
4520,g2pre,V1,Motordrive,0.08574604502569877
4521,g2pre,V1,Motordrive,0.17062285574107477
4522,g2pre,V1,Motordrive,-0.03439134454627148
4523,g2pre,V1,Motordrive,0.16637687845465451
4524,g2pre,V1,Motordrive,0.04633366428240891
4525,g2pre,V1,Motordrive,0.041871256773050446
4526,g2pre,V1,Motordrive,0.16298538653125672
4527,g2pre,V1,Motordrive,-0.000819749449858912
4528,g2pre,V1,Motordrive,0.05246019967999189
4529,g2pre,V1,Motordrive,0.026851366427837052
4530,g2pre,V1,Motordrive,0.02996070150228779
4531,g2pre,V1,Motordrive,0.09280383684734245
4532,g2pre,V1,Motordrive,0.06142880291785169
4533,g2pre,V1,Motordrive,0.0008492307132534513
4534,g2pre,V1,Motordrive,0.11635681939821035
4535,g2pre,V1,Motordrive,0.01521298511234803
4536,g2pre,V1,Motordrive,0.05419040188567547
4537,g2pre,V1,Motordrive,0.12744687115904807
4538,g2pre,V1,Motordrive,0.04250060418969139
4539,g2pre,V1,Motordrive,0.11851686150633248
4540,g2pre,V1,Motordrive,0.03194755417237911
4541,g2pre,V1,Motordrive,0.03288848315274137
4542,g2pre,V1,Motordrive,0.003975360802882494
4543,g2pre,V1,Motordrive,0.06546535671961472
4544,g2pre,V1,Motordrive,-0.013702621324328973
4545,g2pre,V1,Motordrive,0.11331854566847513
4546,g2pre,V1,Motordrive,-0.03687331478283807
4547,g2pre,V1,Motordrive,-0.036924669138604364
4548,g2pre,V1,Motordrive,0.0733950826609124
4549,g2pre,V1,Motordrive,0.108796222658801
4550,g2pre,V1,Motordrive,0.021714584502091537
4551,g2pre,V1,Motordrive,0.1019166006859562
4552,g2pre,V1,Motordrive,0.06594504932118793
4553,g2pre,V1,Motordrive,0.08903965684849263
4554,g2pre,V1,Motordrive,0.08819128621980508
4555,g2pre,V1,Motordrive,0.04180938767830229
4556,g2pre,V1,Motordrive,0.01335235642015675
4557,g2pre,V1,Motordrive,0.024609296405822902
4558,g2pre,V1,Motordrive,0.10190031252955753
4559,g2pre,V1,Motordrive,0.05162385826611774
4560,g2pre,V1,Motordrive,0.06914527834864889
4561,g2pre,V1,Motordrive,0.04304533657098123
4562,g2pre,V1,Motordrive,0.04563404984943652
4563,g2pre,V1,Motordrive,0.07123438126605317
4564,g2pre,V1,Motordrive,-0.05215605263450466
4565,g2pre,V1,Motordrive,0.11018309137302305
4566,g2pre,V1,Motordrive,0.03980235242445277
4567,g2pre,V1,Motordrive,0.01798840190474529
4568,g2pre,V1,Motordrive,0.06997528908990322
4569,g2pre,V1,Motordrive,-0.06825451339095255
4570,g2pre,V1,Motordrive,-0.09899451837594694
4571,g2pre,V1,Motordrive,0.046496156692729836
4572,g2pre,V1,Motordrive,0.06912170209504077
4573,g2pre,V1,Motordrive,0.05646518774772724
4574,g2pre,V1,Motordrive,0.030160189875920833
4575,g2pre,V1,Motordrive,0.11054513826700699
4576,g2pre,V1,Motordrive,0.03325276254916959
4577,g2pre,V1,Motordrive,0.09018407780420691
4578,g2pre,V1,Motordrive,0.11553425257860851
4579,g2pre,V1,Motordrive,-0.020840014315537878
4580,g2pre,V1,Motordrive,0.05824982338033794
4581,g2pre,V1,Motordrive,0.04070679865299656
4582,g2pre,V1,Motordrive,0.05310703101282696
4583,g2pre,V1,Motordrive,0.06900446348338067
4584,g2pre,V1,Motordrive,0.05144593275165309
4585,g2pre,V1,Motordrive,0.08829787473932225
4586,g2pre,V1,Motordrive,0.0073778695473920896
4587,g2pre,V1,Motordrive,0.09217681028326387
4588,g2pre,V1,Motordrive,0.14587328056915388
4589,g2pre,V1,Motordrive,0.08894901966224106
4590,g2pre,V1,Motordrive,0.034452497815295184
4591,g2pre,V1,Motordrive,0.01632411272395945
4592,g2pre,V1,Motordrive,0.12483757929262633
4593,g2pre,V1,Motordrive,0.07290488152916659
