group,session_index,session_name,area,task,analysis,score,n_neurons,n_samples,n_classes,signal_source,scoring
g2pre,6,Quatro_20220128_001,V1,auditory_direction,averaged_trial_response,0.5703703703703704,334,540,2,glm_clean,balanced_accuracy
g2pre,6,Quatro_20220128_001,V1,congruency,averaged_trial_response,0.525,334,360,2,glm_clean,balanced_accuracy
g2pre,6,Quatro_20220128_001,V1,modality,averaged_trial_response,0.8518518518518519,334,720,3,glm_clean,balanced_accuracy
g2pre,6,Quatro_20220128_001,V1,trial_type,averaged_trial_response,0.5625,334,720,8,glm_clean,balanced_accuracy
g2pre,7,Quince_20230725_001,V1,visual_direction,averaged_trial_response,0.987037037037037,95,540,2,glm_clean,balanced_accuracy
g2pre,7,Quince_20230725_001,V1,auditory_direction,averaged_trial_response,0.5444444444444445,95,540,2,glm_clean,balanced_accuracy
g2pre,7,Quince_20230725_001,V1,congruency,averaged_trial_response,0.5194444444444444,95,360,2,glm_clean,balanced_accuracy
g2pre,7,Quince_20230725_001,V1,modality,averaged_trial_response,0.8157407407407409,95,720,3,glm_clean,balanced_accuracy
g2pre,7,Quince_20230725_001,V1,trial_type,averaged_trial_response,0.538888888888889,95,720,8,glm_clean,balanced_accuracy
g2pre,8,Quince_20230725_003,A/RL/AL,visual_direction,averaged_trial_response,0.9185185185185185,149,540,2,glm_clean,balanced_accuracy
g2pre,8,Quince_20230725_003,A/RL/AL,auditory_direction,averaged_trial_response,0.5796296296296296,149,540,2,glm_clean,balanced_accuracy
g2pre,8,Quince_20230725_003,A/RL/AL,congruency,averaged_trial_response,0.4972222222222221,149,360,2,glm_clean,balanced_accuracy
g2pre,8,Quince_20230725_003,A/RL/AL,modality,averaged_trial_response,0.836111111111111,149,720,3,glm_clean,balanced_accuracy
g2pre,8,Quince_20230725_003,A/RL/AL,trial_type,averaged_trial_response,0.5694444444444444,149,720,8,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,V1,visual_direction,averaged_trial_response,0.8166666666666667,10,540,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,V1,auditory_direction,averaged_trial_response,0.5055555555555556,10,540,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,V1,congruency,averaged_trial_response,0.49444444444444446,10,360,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,V1,modality,averaged_trial_response,0.6648148148148147,10,720,3,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,V1,trial_type,averaged_trial_response,0.3472222222222222,10,720,8,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,A/RL/AL,visual_direction,averaged_trial_response,0.9777777777777779,77,540,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,A/RL/AL,auditory_direction,averaged_trial_response,0.5018518518518518,77,540,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,A/RL/AL,congruency,averaged_trial_response,0.5277777777777777,77,360,2,glm_clean,balanced_accuracy
