group,area,task,analysis,signal_source,scoring,time_index,time_s,stimulus_offset_s,mean_score,std_score,sem_score,n_sessions,mean_neurons,min_neurons,max_neurons,group_base,condition
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,18,0.1940868215048198,1.0351297146923724,0.5198412698412699,0.0390899313343786,0.0147746052967653,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,19,0.2587824286730931,1.0351297146923724,0.5928571428571427,0.105574118854104,0.0399032661961049,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,20,0.3234780358413663,1.0351297146923724,0.6105820105820107,0.1499493676384906,0.0566755337175489,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,21,0.3881736430096396,1.0351297146923724,0.6039682539682539,0.1726148073296493,0.0652422646859402,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,22,0.4528692501779129,1.0351297146923724,0.6047619047619047,0.1742409796858773,0.065856900063584,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,23,0.5175648573461862,1.0351297146923724,0.6171957671957672,0.172198041199388,0.0650847418951479,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,24,0.5822604645144595,1.0351297146923724,0.6256613756613757,0.1711717217068986,0.06469682958903,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,25,0.6469560716827327,1.0351297146923724,0.6261904761904763,0.1660944517687287,0.062777801932524,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,26,0.711651678851006,1.0351297146923724,0.6211640211640211,0.1619068512043726,0.061195037692044,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,27,0.7763472860192793,1.0351297146923724,0.6082010582010582,0.1552792120006246,0.0586900255331041,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,28,0.8410428931875525,1.0351297146923724,0.6,0.1407894652499866,0.0532134160384621,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,29,0.9057385003558258,1.0351297146923724,0.5857142857142856,0.1323468059785127,0.050022390776123,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,30,0.9704341075240992,1.0351297146923724,0.5894179894179894,0.1270002929157226,0.0480015987839086,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,31,1.0351297146923724,1.0351297146923724,0.5857142857142856,0.1379503858950042,0.0521403449062248,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,32,1.0998253218606455,1.0351297146923724,0.5846560846560847,0.1335548326745254,0.0504789819496625,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,33,1.164520929028919,1.0351297146923724,0.5944444444444444,0.1340174493344387,0.0506538346117319,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,34,1.229216536197192,1.0351297146923724,0.584126984126984,0.1367608876874937,0.0516907568430776,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,35,1.2939121433654657,1.0351297146923724,0.6,0.1274911797517567,0.0481871365681973,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,36,1.3586077505337386,1.0351297146923724,0.5857142857142856,0.1152704731966764,0.043568143655306,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,37,1.423303357702012,1.0351297146923724,0.5785714285714285,0.1166463687166059,0.0440881832804119,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,38,1.4879989648702852,1.0351297146923724,0.5706349206349206,0.1308558780757079,0.0494588729970446,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,39,1.5526945720385583,1.0351297146923724,0.5658730158730159,0.1234777319099054,0.046670195869702,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,40,1.6173901792068317,1.0351297146923724,0.5796296296296296,0.1038193799289613,0.0392400372229946,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,41,1.682085786375105,1.0351297146923724,0.5761904761904761,0.1142830605871279,0.0431949367686953,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,42,1.7467813935433782,1.0351297146923724,0.5687830687830688,0.1115804315151464,0.0421734389957645,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,43,1.8114770007116516,1.0351297146923724,0.5603174603174603,0.1153257109074811,0.0435890215475605,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,44,1.8761726078799248,1.0351297146923724,0.5753968253968254,0.0915478984029964,0.0346018531749908,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,45,1.9408682150481984,1.0351297146923724,0.5417989417989418,0.1086394700689185,0.0410618600526005,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,auditory_direction,time_resolved_trial_response,glm_clean,balanced_accuracy,46,2.0055638222164713,1.0351297146923724,0.5507936507936508,0.1059655085698491,0.0400511976037578,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,0,-0.9704341075240992,1.0351297146923724,0.490079365079365,0.0341661827298286,0.0129136032502166,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,1,-0.9057385003558258,1.0351297146923724,0.4936507936507937,0.0289881789850635,0.0109565017935866,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,2,-0.8410428931875525,1.0351297146923724,0.5023809523809524,0.0394935978112605,0.0149271768839714,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,3,-0.7763472860192793,1.0351297146923724,0.4928571428571429,0.0468354845200653,0.0177021492247583,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,4,-0.711651678851006,1.0351297146923724,0.4746031746031746,0.042474531567324,0.0160538639401574,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,5,-0.6469560716827327,1.0351297146923724,0.494047619047619,0.0226480367469042,0.0085601532737372,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,6,-0.5822604645144595,1.0351297146923724,0.5031746031746032,0.034895072413984,0.0131890976555703,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,7,-0.5175648573461862,1.0351297146923724,0.5146825396825397,0.0255452014911604,0.0096551786195209,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,8,-0.4528692501779129,1.0351297146923724,0.5095238095238095,0.0310091393859232,0.0117203530264701,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,9,-0.3881736430096396,1.0351297146923724,0.478968253968254,0.0339774625306763,0.0128422737195978,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,10,-0.3234780358413663,1.0351297146923724,0.5015873015873016,0.0338257282875017,0.0127849235663389,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,11,-0.2587824286730931,1.0351297146923724,0.5107142857142858,0.0253792515255138,0.0095924554282094,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,12,-0.1940868215048198,1.0351297146923724,0.5015873015873016,0.0256528513633238,0.0096958664467227,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,13,-0.1293912143365465,1.0351297146923724,0.501984126984127,0.0317005295597411,0.0119816739491609,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,14,-0.0646956071682732,1.0351297146923724,0.5063492063492063,0.0384135729490723,0.0145189658560976,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,15,0.0,1.0351297146923724,0.4956349206349206,0.0316657384065191,0.011968524129268,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,16,0.0646956071682732,1.0351297146923724,0.4781746031746032,0.0434917738375245,0.0164383453787364,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,17,0.1293912143365465,1.0351297146923724,0.5063492063492064,0.0275319812966867,0.010406110801702,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,18,0.1940868215048198,1.0351297146923724,0.5170634920634921,0.0285732656669824,0.0107996792999736,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,19,0.2587824286730931,1.0351297146923724,0.4988095238095238,0.0366363912206102,0.0138472543006578,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,20,0.3234780358413663,1.0351297146923724,0.4892857142857142,0.0336569388918141,0.0127211271713483,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,21,0.3881736430096396,1.0351297146923724,0.484920634920635,0.0386186757463551,0.0145964874267853,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,22,0.4528692501779129,1.0351297146923724,0.5087301587301587,0.0431056629405304,0.0162924091770309,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,23,0.5175648573461862,1.0351297146923724,0.5067460317460317,0.0163438759482311,0.0061774044597013,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,24,0.5822604645144595,1.0351297146923724,0.4948412698412698,0.0286182376700044,0.010816677119396,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,25,0.6469560716827327,1.0351297146923724,0.5075396825396825,0.0324225210411577,0.0122545610789517,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,26,0.711651678851006,1.0351297146923724,0.5027777777777779,0.0387563880304747,0.0146485377776795,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,27,0.7763472860192793,1.0351297146923724,0.494047619047619,0.0439037882418712,0.0165940721859475,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,28,0.8410428931875525,1.0351297146923724,0.5015873015873016,0.0226723589698576,0.0085693462099182,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,29,0.9057385003558258,1.0351297146923724,0.4952380952380952,0.0301195443002316,0.0113841176887151,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,30,0.9704341075240992,1.0351297146923724,0.4912698412698413,0.0166997027083339,0.0063118943335662,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,31,1.0351297146923724,1.0351297146923724,0.4805555555555555,0.0343217648015752,0.012972407745974,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,32,1.0998253218606455,1.0351297146923724,0.4757936507936508,0.0572589392654837,0.0216418448045459,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,33,1.164520929028919,1.0351297146923724,0.4896825396825397,0.0447821167170579,0.0169260491452005,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,34,1.229216536197192,1.0351297146923724,0.490079365079365,0.0457801920563345,0.0173032861648336,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,35,1.2939121433654657,1.0351297146923724,0.501984126984127,0.0427246629641103,0.0161484047217268,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,36,1.3586077505337386,1.0351297146923724,0.503968253968254,0.0679819545859335,0.0256947636392095,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,37,1.423303357702012,1.0351297146923724,0.4976190476190476,0.0367965073234562,0.0139077724990903,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,38,1.4879989648702852,1.0351297146923724,0.4956349206349206,0.0353137445283859,0.0133473408406538,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,39,1.5526945720385583,1.0351297146923724,0.5007936507936508,0.0406896023447891,0.0153792241072032,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,40,1.6173901792068317,1.0351297146923724,0.5158730158730159,0.0228338450489139,0.0086303822106871,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,41,1.682085786375105,1.0351297146923724,0.5079365079365079,0.0373859228994091,0.0141305506466387,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,42,1.7467813935433782,1.0351297146923724,0.4916666666666666,0.0474395868794425,0.0179304784546639,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,43,1.8114770007116516,1.0351297146923724,0.5103174603174603,0.0459724120426395,0.0173759384906592,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,44,1.8761726078799248,1.0351297146923724,0.4972222222222222,0.0325130553075545,0.0122887798152397,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,45,1.9408682150481984,1.0351297146923724,0.5134920634920636,0.0469334463182061,0.0177391753041676,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,congruency,time_resolved_trial_response,glm_clean,balanced_accuracy,46,2.0055638222164713,1.0351297146923724,0.490079365079365,0.0427590490163276,0.016161401427832,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,0,-0.9704341075240992,1.0351297146923724,0.3374338624338624,0.0135857572594809,0.005134933583011,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,1,-0.9057385003558258,1.0351297146923724,0.3304232804232804,0.0274279857442313,0.010366804177523,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,2,-0.8410428931875525,1.0351297146923724,0.3394179894179894,0.013690529441231,0.0051745337454722,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,3,-0.7763472860192793,1.0351297146923724,0.3355820105820105,0.0081224542784264,0.0030699991508869,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,4,-0.711651678851006,1.0351297146923724,0.3322751322751323,0.0239755138877833,0.0090618924717214,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,5,-0.6469560716827327,1.0351297146923724,0.3367724867724868,0.0160616728143309,0.0060707417009152,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,6,-0.5822604645144595,1.0351297146923724,0.3338624338624338,0.0159826825905985,0.0060408862026293,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,7,-0.5175648573461862,1.0351297146923724,0.3272486772486772,0.010676386909532,0.0040352949519039,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,8,-0.4528692501779129,1.0351297146923724,0.3427248677248677,0.014016171617936,0.00529761491918,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,9,-0.3881736430096396,1.0351297146923724,0.3255291005291005,0.0128172714816011,0.0048444732609595,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,10,-0.3234780358413663,1.0351297146923724,0.3353174603174603,0.0224616001860629,0.0084896868772692,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,11,-0.2587824286730931,1.0351297146923724,0.3342592592592592,0.0229123795715647,0.0086600654701538,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,12,-0.1940868215048198,1.0351297146923724,0.342063492063492,0.0153813097213853,0.0058135886230351,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,13,-0.1293912143365465,1.0351297146923724,0.332936507936508,0.017664385212391,0.0066765100478333,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,14,-0.0646956071682732,1.0351297146923724,0.3284391534391534,0.0125566194343584,0.0047459560472847,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,15,0.0,1.0351297146923724,0.3445767195767196,0.0178059557698883,0.0067300186889914,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,16,0.0646956071682732,1.0351297146923724,0.3373015873015873,0.0114120046166154,0.0043133323108979,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,17,0.1293912143365465,1.0351297146923724,0.3362433862433862,0.0163588565892755,0.006183066609799,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,18,0.1940868215048198,1.0351297146923724,0.3648148148148148,0.0471798405795335,0.0178323035813027,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,19,0.2587824286730931,1.0351297146923724,0.4915343915343915,0.1255502618373858,0.047453538551538,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,20,0.3234780358413663,1.0351297146923724,0.5134920634920634,0.1406176942855181,0.0531484927163985,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,21,0.3881736430096396,1.0351297146923724,0.5297619047619048,0.1557074403369616,0.0588518806305753,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,22,0.4528692501779129,1.0351297146923724,0.5644179894179894,0.1737074688505648,0.0656552519218704,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,23,0.5175648573461862,1.0351297146923724,0.5933862433862434,0.1803246613022567,0.0681563155796748,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,24,0.5822604645144595,1.0351297146923724,0.5830687830687831,0.1894747890069129,0.0716147387755323,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,25,0.6469560716827327,1.0351297146923724,0.5928571428571429,0.18913285676304,0.0714855005351721,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,26,0.711651678851006,1.0351297146923724,0.6031746031746031,0.1887041104373979,0.0713234496561461,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,27,0.7763472860192793,1.0351297146923724,0.6044973544973544,0.1883452815044604,0.0711878250676079,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,28,0.8410428931875525,1.0351297146923724,0.6121693121693121,0.2107421975444264,0.0796530636356856,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,29,0.9057385003558258,1.0351297146923724,0.620899470899471,0.2147980897217102,0.0811860467850549,7,93.14285714285714,44,169,g1,pre
g1pre,A/RL/AL,modality,time_resolved_trial_response,glm_clean,balanced_accuracy,30,0.9704341075240992,1.0351297146923724,0.6146825396825397,0.2221234532122056,0.083954773936341,7,93.14285714285714,44,169,g1,pre
