group,session_index,session_name,area,task,analysis,score,n_neurons,n_samples,n_classes,signal_source,scoring
g2pre,10,Trece_20230721_001,V1,congruency,averaged_trial_response,0.6027777777777777,187,360,2,signal,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,modality,averaged_trial_response,0.8703703703703705,187,720,3,signal,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,trial_type,averaged_trial_response,0.6375,187,720,8,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,visual_direction,averaged_trial_response,0.9962962962962962,442,540,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,auditory_direction,averaged_trial_response,0.5425925925925925,442,540,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,congruency,averaged_trial_response,0.5472222222222223,442,360,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,modality,averaged_trial_response,0.8703703703703705,442,720,3,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,trial_type,averaged_trial_response,0.5652777777777779,442,720,8,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,visual_direction,averaged_trial_response,0.9740740740740741,186,540,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,auditory_direction,averaged_trial_response,0.5722222222222222,186,540,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,congruency,averaged_trial_response,0.5,186,360,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,modality,averaged_trial_response,0.8,186,720,3,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,trial_type,averaged_trial_response,0.5263888888888888,186,720,8,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,visual_direction,averaged_trial_response,0.8907407407407408,64,540,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,auditory_direction,averaged_trial_response,0.5925925925925926,64,540,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,congruency,averaged_trial_response,0.5027777777777779,64,360,2,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,modality,averaged_trial_response,0.7907407407407409,64,720,3,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,trial_type,averaged_trial_response,0.4805555555555555,64,720,8,signal,balanced_accuracy
