group,session_index,session_name,area,task,analysis,score,n_neurons,n_samples,n_classes,signal_source,scoring
g2pre,7,Quince_20230725_001,V1,A_position,timepoint_position,0.15,95,8100,15,signal,balanced_accuracy
g2pre,8,Quince_20230725_003,A/RL/AL,V_position,timepoint_position,0.16790123456790124,149,8100,15,signal,balanced_accuracy
g2pre,8,Quince_20230725_003,A/RL/AL,A_position,timepoint_position,0.13098765432098766,149,8100,15,signal,balanced_accuracy
g2pre,9,Siette_20220802_003,A/RL/AL,V_position,timepoint_position,0.27666666666666667,77,8100,15,signal,balanced_accuracy
g2pre,9,Siette_20220802_003,A/RL/AL,A_position,timepoint_position,0.13246913580246913,77,8100,15,signal,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,V_position,timepoint_position,0.3259259259259259,187,8100,15,signal,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,A_position,timepoint_position,0.17308641975308645,187,8100,15,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,V_position,timepoint_position,0.33049382716049386,442,8100,15,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,A_position,timepoint_position,0.16888888888888892,442,8100,15,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,V_position,timepoint_position,0.18271604938271604,186,8100,15,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,A_position,timepoint_position,0.13271604938271603,186,8100,15,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,V_position,timepoint_position,0.1580246913580247,64,8100,15,signal,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,A_position,timepoint_position,0.12271604938271603,64,8100,15,signal,balanced_accuracy
